node_ID	Position	Time
11	487:489:0	52
11	485:488:0	52
12	515:511:0	52
12	516:510:0	52
13	503:488:0	52
13	503:488:0	52
14	489:598:0	52
19	511:425:0	52
19	510:425:0	52
5	492:488:0	52
5	503:488:0	52
5	501:488:0	52
10	487:489:0	52
11	483:490:0	52
19	511:425:0	52
8	510:488:0	52
9	503:511:0	52
12	514:510:0	52
14	489:595:0	52
5	503:488:0	52
10	492:488:0	52
10	490:488:0	52
11	483:488:0	52
11	487:489:0	52
11	486:489:0	52
14	488:582:0	52
14	488:600:0	52
18	550:511:0	52
19	511:426:0	52
20	510:425:0	52
14	488:595:0	52
19	510:425:0	52
9	506:511:0	52
13	510:488:0	52
5	502:488:0	53
5	500:488:0	53
5	502:488:0	53
5	496:488:0	53
7	502:488:0	53
7	500:488:0	53
7	502:488:0	53
7	500:488:0	53
8	509:486:0	53
8	506:488:0	53
8	507:487:0	53
9	498:511:0	53
9	500:511:0	53
9	501:511:0	53
9	503:511:0	53
9	507:511:0	53
10	492:488:0	53
10	493:488:0	53
10	489:488:0	53
11	488:489:0	53
11	487:490:0	53
11	486:489:0	53
11	484:489:0	53
11	484:490:0	53
12	511:510:0	53
12	513:510:0	53
12	514:509:0	53
12	517:509:0	53
12	514:511:0	53
12	515:510:0	53
12	518:511:0	53
13	506:488:0	53
13	506:488:0	53
13	507:487:0	53
13	502:488:0	53
13	504:488:0	53
14	488:579:0	53
14	490:585:0	53
14	488:585:0	53
18	550:511:0	53
19	510:425:0	53
5	500:488:0	53
7	504:488:0	53
8	509:487:0	53
9	503:511:0	53
10	491:489:0	53
11	486:489:0	53
12	511:509:0	53
13	508:488:0	53
18	550:511:0	53
19	511:425:0	53
5	504:488:0	53
5	496:488:0	53
10	493:489:0	53
18	550:511:0	53
5	498:488:0	53
7	498:488:0	53
7	498:488:0	53
10	496:488:0	53
12	516:511:0	53
13	502:488:0	53
14	489:583:0	53
5	493:488:0	53
7	504:488:0	53
9	508:511:0	53
10	493:488:0	53
10	490:488:0	53
17	550:511:0	53
19	510:432:0	53
5	498:488:0	53
14	489:578:0	53
14	490:582:0	53
9	510:511:0	53
5	501:488:0	54
5	499:488:0	54
5	496:489:0	54
7	505:488:0	54
7	501:488:0	54
7	503:488:0	54
7	501:488:0	54
7	499:488:0	54
8	510:484:0	54
8	509:486:0	54
8	506:487:0	54
8	508:487:0	54
9	497:511:0	54
9	500:511:0	54
9	500:511:0	54
9	502:511:0	54
10	490:488:0	54
11	485:488:0	54
11	487:489:0	54
11	485:489:0	54
11	485:490:0	54
12	513:509:0	54
12	515:509:0	54
12	511:511:0	54
12	517:511:0	54
13	507:488:0	54
13	506:487:0	54
13	503:488:0	54
13	505:488:0	54
13	503:488:0	54
19	510:440:0	54
20	511:425:0	54
5	498:488:0	54
10	494:489:0	54
10	492:489:0	54
10	487:489:0	54
11	483:490:0	54
12	514:510:0	54
18	545:509:0	54
18	550:511:0	54
19	509:439:0	54
20	510:425:0	54
5	501:488:0	54
5	496:488:0	54
11	487:489:0	54
17	550:510:0	54
18	550:510:0	54
18	550:510:0	54
18	550:510:0	54
20	509:426:0	54
20	511:425:0	54
8	509:488:0	54
11	483:489:0	54
13	505:488:0	54
14	489:572:0	54
14	490:573:0	54
14	489:574:0	54
18	550:510:0	54
18	550:510:0	54
19	510:433:0	54
20	511:425:0	54
20	511:425:0	54
20	511:425:0	54
14	490:570:0	54
18	550:510:0	54
19	509:435:0	54
9	504:511:0	54
18	550:510:0	54
18	550:510:0	54
20	510:427:0	54
16	475:490:0	54
5	496:488:0	55
5	502:488:0	55
5	498:488:0	55
5	499:488:0	55
5	497:489:0	55
7	502:488:0	55
7	502:488:0	55
7	500:488:0	55
8	512:488:0	55
8	509:487:0	55
8	507:487:0	55
9	496:511:0	55
9	499:511:0	55
9	499:511:0	55
9	501:511:0	55
9	503:511:0	55
9	501:511:0	55
9	503:511:0	55
9	506:511:0	55
10	492:488:0	55
11	486:490:0	55
11	484:489:0	55
11	484:490:0	55
12	511:509:0	55
12	515:510:0	55
12	513:510:0	55
12	514:511:0	55
13	509:487:0	55
13	506:488:0	55
13	504:488:0	55
13	506:488:0	55
13	504:488:0	55
14	488:552:0	55
14	489:558:0	55
16	475:489:0	55
19	510:457:0	55
7	504:488:0	55
7	499:488:0	55
8	509:487:0	55
8	506:488:0	55
10	493:488:0	55
10	495:489:0	55
10	493:489:0	55
13	502:488:0	55
14	488:558:0	55
14	488:560:0	55
16	475:489:0	55
17	548:511:0	55
18	534:509:0	55
19	509:460:0	55
19	510:455:0	55
19	510:453:0	55
20	509:430:0	55
5	498:488:0	55
7	504:488:0	55
11	486:488:0	55
16	475:489:0	55
18	539:509:0	55
19	511:461:0	55
19	511:459:0	55
20	510:432:0	55
8	506:488:0	55
10	489:489:0	55
11	482:489:0	55
11	484:488:0	55
13	502:488:0	55
14	489:556:0	55
16	475:489:0	55
17	550:509:0	55
18	539:510:0	55
20	511:431:0	55
8	508:488:0	55
10	486:490:0	55
12	517:509:0	55
17	550:509:0	55
17	550:511:0	55
18	533:511:0	55
19	510:463:0	55
19	511:456:0	55
14	489:561:0	55
16	475:488:0	55
17	550:509:0	55
17	550:509:0	55
18	533:510:0	55
18	537:509:0	55
10	490:488:0	55
16	475:488:0	55
8	502:488:0	55
10	491:488:0	55
19	511:454:0	55
20	509:433:0	55
20	510:430:0	55
5	495:488:0	56
5	501:488:0	56
5	499:488:0	56
5	498:489:0	56
5	496:489:0	56
7	501:488:0	56
7	501:488:0	56
8	510:487:0	56
8	509:488:0	56
8	508:487:0	56
8	509:486:0	56
8	507:488:0	56
8	507:488:0	56
9	498:511:0	56
9	498:511:0	56
9	500:511:0	56
9	502:511:0	56
10	492:488:0	56
11	487:489:0	56
11	485:489:0	56
11	485:490:0	56
11	483:490:0	56
11	485:488:0	56
12	515:510:0	56
12	513:509:0	56
12	515:511:0	56
12	513:510:0	56
12	517:510:0	56
13	505:488:0	56
13	505:488:0	56
14	490:546:0	56
16	475:489:0	56
17	543:510:0	56
18	520:510:0	56
18	519:511:0	56
20	509:451:0	56
7	495:488:0	56
7	505:488:0	56
7	503:488:0	56
8	510:488:0	56
10	494:489:0	56
10	491:488:0	56
10	490:489:0	56
11	483:489:0	56
13	503:488:0	56
18	526:509:0	56
18	524:511:0	56
19	509:468:0	56
20	510:452:0	56
20	511:447:0	56
20	510:445:0	56
5	497:488:0	56
5	501:488:0	56
10	488:490:0	56
12	517:509:0	56
16	475:489:0	56
18	521:509:0	56
18	521:511:0	56
20	509:447:0	56
7	496:489:0	56
8	510:485:0	56
10	490:488:0	56
11	487:489:0	56
12	519:509:0	56
13	510:487:0	56
14	489:546:0	56
14	490:554:0	56
16	477:490:0	56
17	540:510:0	56
20	511:451:0	56
8	512:488:0	56
18	525:510:0	56
18	526:511:0	56
19	511:471:0	56
19	510:469:0	56
5	505:488:0	56
7	499:488:0	56
10	487:489:0	56
13	501:488:0	56
14	489:548:0	56
17	543:509:0	56
20	510:449:0	56
12	517:511:0	56
14	488:555:0	56
16	476:489:0	56
5	497:488:0	57
5	501:488:0	57
5	499:489:0	57
7	500:488:0	57
7	501:488:0	57
7	504:488:0	57
7	502:488:0	57
8	509:488:0	57
8	508:487:0	57
8	509:486:0	57
8	505:488:0	57
9	497:511:0	57
9	497:511:0	57
9	501:511:0	57
9	499:511:0	57
9	506:511:0	57
9	506:511:0	57
10	491:489:0	57
11	487:489:0	57
11	484:490:0	57
11	486:488:0	57
12	514:510:0	57
12	514:511:0	57
12	512:510:0	57
12	516:509:0	57
13	508:487:0	57
13	505:488:0	57
13	506:488:0	57
13	504:488:0	57
20	510:463:0	57
20	509:462:0	57
5	500:488:0	57
5	502:488:0	57
5	497:489:0	57
7	499:488:0	57
10	491:488:0	57
10	489:489:0	57
11	486:490:0	57
11	481:490:0	57
12	516:510:0	57
12	518:511:0	57
13	502:488:0	57
14	488:529:0	57
14	488:537:0	57
14	489:535:0	57
14	489:538:0	57
16	481:490:0	57
17	530:509:0	57
17	532:509:0	57
18	516:510:0	57
18	519:510:0	57
18	520:509:0	57
18	518:511:0	57
20	511:465:0	57
20	510:461:0	57
5	499:488:0	57
7	503:488:0	57
10	493:488:0	57
15	475:489:0	57
18	512:510:0	57
19	509:476:0	57
19	510:475:0	57
20	510:466:0	57
22	488:600:0	57
22	488:600:0	57
8	510:484:0	57
13	503:488:0	57
14	490:537:0	57
18	514:510:0	57
10	495:489:0	57
15	475:488:0	57
16	484:489:0	57
16	477:489:0	57
17	527:510:0	57
22	488:600:0	57
5	504:488:0	57
5	495:489:0	57
7	498:488:0	57
11	482:488:0	57
11	484:488:0	57
16	484:490:0	57
16	486:488:0	57
18	516:509:0	57
18	518:509:0	57
12	519:510:0	57
16	484:488:0	57
17	527:509:0	57
20	511:463:0	57
16	482:488:0	57
22	490:600:0	57
5	503:488:0	58
5	498:489:0	58
7	503:488:0	58
7	501:488:0	58
7	503:488:0	58
8	508:487:0	58
8	507:488:0	58
8	508:488:0	58
9	496:511:0	58
9	500:511:0	58
9	498:511:0	58
10	489:489:0	58
11	487:489:0	58
11	487:489:0	58
11	487:490:0	58
11	485:490:0	58
11	481:488:0	58
12	509:511:0	58
12	515:510:0	58
12	515:509:0	58
12	517:509:0	58
12	515:511:0	58
13	505:488:0	58
13	508:488:0	58
13	505:488:0	58
13	503:488:0	58
14	488:525:0	58
14	488:528:0	58
14	489:528:0	58
14	488:530:0	58
14	489:533:0	58
15	475:489:0	58
15	475:488:0	58
16	485:489:0	58
16	485:490:0	58
18	515:509:0	58
18	517:509:0	58
18	518:510:0	58
20	510:476:0	58
22	488:600:0	58
5	497:488:0	58
5	501:488:0	58
5	501:488:0	58
7	501:488:0	58
7	499:488:0	58
7	499:488:0	58
7	501:489:0	58
8	509:486:0	58
10	493:488:0	58
10	491:488:0	58
11	484:488:0	58
11	479:488:0	58
12	513:509:0	58
12	513:511:0	58
13	501:488:0	58
15	475:489:0	58
16	487:489:0	58
16	481:488:0	58
16	484:488:0	58
17	518:510:0	58
18	515:510:0	58
20	509:477:0	58
20	510:473:0	58
20	509:470:0	58
5	501:489:0	58
8	510:485:0	58
10	492:489:0	58
11	486:488:0	58
15	475:489:0	58
16	479:488:0	58
17	519:509:0	58
18	513:509:0	58
20	510:478:0	58
20	511:475:0	58
20	510:471:0	58
22	490:598:0	58
22	488:600:0	58
9	493:511:0	58
9	498:511:0	58
9	505:510:0	58
10	489:488:0	58
11	485:489:0	58
14	489:531:0	58
20	511:473:0	58
14	490:530:0	58
15	476:490:0	58
15	475:489:0	58
15	476:488:0	58
5	503:488:0	58
8	506:487:0	58
14	488:521:0	58
5	499:488:0	58
19	510:478:0	58
22	488:596:0	58
5	500:488:0	59
5	502:489:0	59
5	497:489:0	59
7	500:488:0	59
7	500:488:0	59
8	509:484:0	59
8	509:486:0	59
8	508:488:0	59
8	507:487:0	59
8	506:488:0	59
9	497:511:0	59
9	499:511:0	59
9	497:511:0	59
10	492:488:0	59
10	490:489:0	59
11	486:489:0	59
11	486:490:0	59
11	486:489:0	59
11	483:490:0	59
11	484:489:0	59
12	512:510:0	59
12	512:510:0	59
12	514:509:0	59
12	516:509:0	59
12	514:511:0	59
12	516:511:0	59
13	504:488:0	59
13	506:488:0	59
13	504:488:0	59
14	492:511:0	59
14	488:520:0	59
14	497:511:0	59
16	486:490:0	59
16	483:490:0	59
16	484:489:0	59
18	512:510:0	59
18	514:509:0	59
18	516:509:0	59
18	516:511:0	59
20	509:478:0	59
20	511:479:0	59
22	490:597:0	59
5	499:489:0	59
7	502:488:0	59
7	499:489:0	59
7	497:489:0	59
8	509:487:0	59
9	502:511:0	59
10	493:489:0	59
10	490:488:0	59
11	488:489:0	59
11	482:488:0	59
12	514:510:0	59
12	517:510:0	59
15	478:490:0	59
16	486:489:0	59
17	516:509:0	59
18	512:510:0	59
18	517:510:0	59
18	514:511:0	59
19	509:478:0	59
20	510:479:0	59
20	511:477:0	59
20	510:477:0	59
22	489:596:0	59
22	489:598:0	59
22	488:600:0	59
5	502:488:0	59
8	510:486:0	59
10	496:488:0	59
13	506:488:0	59
13	502:488:0	59
16	488:489:0	59
16	482:488:0	59
17	514:509:0	59
20	511:481:0	59
22	488:600:0	59
22	488:600:0	59
9	499:511:0	59
10	488:489:0	59
14	495:511:0	59
14	495:511:0	59
14	499:511:0	59
10	488:489:0	59
15	483:490:0	59
17	512:510:0	59
17	514:511:0	59
18	514:510:0	59
19	510:479:0	59
22	488:599:0	59
8	511:485:0	59
8	504:488:0	59
9	506:511:0	59
15	480:490:0	59
16	480:490:0	59
16	478:490:0	59
5	499:488:0	60
5	502:488:0	60
5	503:489:0	60
5	500:489:0	60
5	498:489:0	60
7	503:488:0	60
7	501:488:0	60
7	499:488:0	60
7	500:489:0	60
8	510:486:0	60
8	509:485:0	60
8	509:487:0	60
8	507:487:0	60
8	507:488:0	60
9	496:511:0	60
9	498:511:0	60
9	496:511:0	60
9	498:511:0	60
10	494:489:0	60
10	488:489:0	60
10	489:489:0	60
11	488:489:0	60
11	487:490:0	60
11	487:488:0	60
11	483:489:0	60
11	484:490:0	60
11	485:489:0	60
12	513:509:0	60
12	515:509:0	60
12	516:510:0	60
12	513:511:0	60
13	505:488:0	60
13	507:487:0	60
13	503:488:0	60
13	507:488:0	60
13	505:488:0	60
13	500:489:0	60
14	491:511:0	60
14	494:511:0	60
14	496:511:0	60
14	498:511:0	60
16	487:490:0	60
16	487:488:0	60
16	484:490:0	60
16	485:489:0	60
18	513:509:0	60
18	515:509:0	60
20	510:478:0	60
22	488:589:0	60
22	490:595:0	60
22	488:600:0	60
22	488:600:0	60
22	488:600:0	60
5	497:488:0	60
5	501:488:0	60
5	501:488:0	60
7	501:488:0	60
8	509:486:0	60
10	490:488:0	60
10	490:488:0	60
12	513:510:0	60
14	488:519:0	60
15	487:490:0	60
15	484:490:0	60
15	485:489:0	60
16	488:489:0	60
16	483:489:0	60
17	513:509:0	60
17	515:509:0	60
18	516:510:0	60
20	509:479:0	60
22	489:600:0	60
8	507:488:0	60
10	493:488:0	60
14	494:511:0	60
15	483:489:0	60
17	516:510:0	60
20	511:479:0	60
20	510:476:0	60
7	502:488:0	60
9	501:511:0	60
14	501:511:0	60
7	505:488:0	60
12	509:511:0	60
16	487:489:0	60
18	513:510:0	60
19	510:476:0	60
20	511:477:0	60
10	487:488:0	60
13	502:488:0	60
15	488:489:0	60
15	487:488:0	60
18	517:509:0	60
7	505:488:0	60
10	499:488:0	60
10	490:488:0	60
5	501:489:0	61
5	499:489:0	61
7	502:488:0	61
7	500:488:0	61
7	501:489:0	61
8	510:485:0	61
8	509:486:0	61
8	509:487:0	61
8	509:486:0	61
8	506:488:0	61
8	507:487:0	61
8	508:488:0	61
9	497:511:0	61
9	495:511:0	61
9	497:511:0	61
9	500:511:0	61
9	499:511:0	61
10	492:488:0	61
11	487:489:0	61
11	488:488:0	61
11	485:490:0	61
11	484:488:0	61
11	486:489:0	61
12	514:509:0	61
12	515:510:0	61
13	506:488:0	61
13	507:487:0	61
13	504:488:0	61
13	504:488:0	61
13	506:488:0	61
14	493:511:0	61
14	495:511:0	61
14	495:511:0	61
14	500:511:0	61
16	484:488:0	61
16	486:489:0	61
18	512:509:0	61
18	515:510:0	61
22	489:593:0	61
22	490:594:0	61
22	488:596:0	61
22	489:598:0	61
22	488:600:0	61
22	488:600:0	61
5	500:488:0	61
9	495:511:0	61
10	490:488:0	61
10	491:488:0	61
10	490:489:0	61
12	512:510:0	61
12	515:511:0	61
13	504:489:0	61
15	486:489:0	61
16	487:489:0	61
16	488:488:0	61
16	485:490:0	61
18	514:509:0	61
18	516:509:0	61
20	510:481:0	61
7	501:488:0	61
10	493:488:0	61
11	484:489:0	61
13	502:488:0	61
15	485:490:0	61
17	514:509:0	61
18	512:510:0	61
20	509:480:0	61
20	510:479:0	61
9	502:511:0	61
10	488:490:0	61
11	482:490:0	61
12	516:509:0	61
14	502:511:0	61
16	482:490:0	61
22	489:595:0	61
10	488:489:0	61
16	488:490:0	61
16	484:489:0	61
11	490:489:0	61
15	484:488:0	61
15	482:490:0	61
16	490:489:0	61
17	512:510:0	61
17	516:509:0	61
15	490:489:0	61
15	480:490:0	61
5	498:488:0	62
5	500:489:0	62
5	499:488:0	62
7	501:488:0	62
7	498:488:0	62
7	505:488:0	62
7	503:487:0	62
7	501:488:0	62
7	499:488:0	62
8	509:487:0	62
8	507:488:0	62
8	507:486:0	62
9	496:511:0	62
9	496:511:0	62
9	499:511:0	62
9	498:511:0	62
10	494:488:0	62
10	493:488:0	62
11	485:489:0	62
11	486:490:0	62
11	483:490:0	62
11	481:490:0	62
12	513:509:0	62
12	514:510:0	62
12	515:509:0	62
12	516:510:0	62
13	507:488:0	62
13	507:486:0	62
13	505:488:0	62
13	505:488:0	62
13	503:487:0	62
14	492:511:0	62
14	496:511:0	62
14	494:511:0	62
14	498:511:0	62
16	485:489:0	62
18	513:509:0	62
22	489:582:0	62
22	488:582:0	62
22	488:584:0	62
5	496:489:0	62
7	502:489:0	62
8	509:486:0	62
10	490:488:0	62
10	490:488:0	62
10	489:489:0	62
11	489:489:0	62
11	487:489:0	62
12	515:511:0	62
13	505:489:0	62
15	486:490:0	62
15	481:490:0	62
16	486:490:0	62
16	483:490:0	62
16	481:490:0	62
16	487:489:0	62
17	513:509:0	62
18	514:510:0	62
18	515:509:0	62
18	516:510:0	62
18	515:511:0	62
20	509:481:0	62
5	502:489:0	62
10	492:488:0	62
15	483:490:0	62
15	487:489:0	62
16	489:489:0	62
21	489:599:0	62
5	496:488:0	62
7	505:488:0	62
9	501:511:0	62
9	501:510:0	62
11	483:488:0	62
13	501:488:0	62
14	492:511:0	62
14	496:511:0	62
16	483:488:0	62
22	489:585:0	62
22	488:586:0	62
17	515:509:0	62
12	519:510:0	62
15	483:488:0	62
22	490:586:0	62
10	486:490:0	62
15	489:489:0	62
20	510:475:0	62
22	489:577:0	62
5	493:488:0	62
13	502:488:0	62
15	485:489:0	62
20	510:477:0	62
22	488:579:0	62
5	501:489:0	63
5	497:489:0	63
7	501:488:0	63
7	503:486:0	63
7	500:488:0	63
8	509:487:0	63
8	507:486:0	63
8	506:488:0	63
9	496:511:0	63
9	498:511:0	63
9	497:511:0	63
9	500:511:0	63
10	491:488:0	63
10	489:489:0	63
11	486:488:0	63
11	484:490:0	63
11	482:490:0	63
11	487:489:0	63
11	482:488:0	63
12	512:510:0	63
12	514:510:0	63
12	514:509:0	63
12	516:509:0	63
12	515:511:0	63
13	505:487:0	63
13	505:488:0	63
13	503:486:0	63
13	503:489:0	63
14	491:511:0	63
14	494:511:0	63
14	496:511:0	63
14	493:511:0	63
14	495:511:0	63
14	497:511:0	63
16	482:490:0	63
16	487:489:0	63
18	514:509:0	63
18	516:509:0	63
18	515:511:0	63
22	488:568:0	63
22	489:567:0	63
22	489:575:0	63
5	499:488:0	63
7	505:487:0	63
9	500:511:0	63
9	495:511:0	63
10	491:488:0	63
10	488:490:0	63
10	487:489:0	63
11	486:489:0	63
11	479:488:0	63
13	506:488:0	63
15	482:490:0	63
15	487:489:0	63
16	486:488:0	63
16	484:490:0	63
16	482:488:0	63
17	514:509:0	63
18	512:510:0	63
18	514:510:0	63
20	509:482:0	63
20	510:481:0	63
20	510:479:0	63
20	510:477:0	63
5	497:488:0	63
5	500:488:0	63
7	499:488:0	63
7	503:488:0	63
7	501:489:0	63
8	505:488:0	63
10	494:488:0	63
17	516:509:0	63
20	511:481:0	63
21	488:598:0	63
8	509:486:0	63
10	487:488:0	63
10	489:488:0	63
11	487:488:0	63
12	510:511:0	63
16	487:488:0	63
18	510:511:0	63
20	509:480:0	63
22	490:569:0	63
22	488:570:0	63
22	489:569:0	63
22	490:572:0	63
22	488:574:0	63
9	502:511:0	63
10	493:488:0	63
15	484:490:0	63
15	482:488:0	63
20	509:474:0	63
5	495:488:0	63
15	487:488:0	63
16	479:488:0	63
22	488:565:0	63
8	510:488:0	63
8	508:488:0	63
15	479:488:0	63
20	509:476:0	63
22	489:565:0	63
11	484:489:0	63
5	500:488:0	64
5	498:489:0	64
7	500:488:0	64
7	503:487:0	64
7	501:488:0	64
8	509:485:0	64
8	509:487:0	64
8	508:486:0	64
8	508:488:0	64
8	506:487:0	64
9	494:511:0	64
9	501:511:0	64
9	499:511:0	64
9	505:511:0	64
10	492:488:0	64
10	491:489:0	64
10	488:489:0	64
11	487:489:0	64
11	484:489:0	64
11	485:490:0	64
11	485:488:0	64
12	513:509:0	64
12	515:509:0	64
12	517:509:0	64
13	505:486:0	64
13	505:488:0	64
13	506:487:0	64
13	503:487:0	64
14	495:511:0	64
14	494:511:0	64
14	497:511:0	64
14	496:511:0	64
16	487:489:0	64
16	485:490:0	64
18	515:509:0	64
18	517:509:0	64
22	488:556:0	64
22	489:558:0	64
22	490:559:0	64
5	498:488:0	64
5	502:489:0	64
5	501:488:0	64
7	503:488:0	64
8	505:486:0	64
9	497:511:0	64
12	513:510:0	64
14	493:511:0	64
15	485:490:0	64
16	484:489:0	64
16	483:490:0	64
16	485:488:0	64
17	517:509:0	64
18	513:509:0	64
20	509:483:0	64
20	509:479:0	64
20	510:478:0	64
20	509:477:0	64
21	488:597:0	64
22	488:558:0	64
7	498:489:0	64
9	499:511:0	64
9	496:511:0	64
10	494:488:0	64
10	492:488:0	64
15	484:489:0	64
15	483:490:0	64
15	485:488:0	64
19	509:483:0	64
19	510:478:0	64
20	511:478:0	64
21	489:596:0	64
5	497:488:0	64
7	497:488:0	64
8	510:486:0	64
10	490:488:0	64
11	488:489:0	64
12	512:511:0	64
13	504:488:0	64
14	501:511:0	64
22	489:555:0	64
22	490:556:0	64
7	502:489:0	64
8	505:488:0	64
18	513:510:0	64
18	512:511:0	64
21	488:595:0	64
10	497:488:0	64
12	520:510:0	64
14	499:511:0	64
15	487:489:0	64
15	481:490:0	64
16	488:489:0	64
16	481:490:0	64
9	503:511:0	64
15	488:489:0	64
18	509:510:0	64
19	509:479:0	64
5	501:488:0	65
5	499:488:0	65
5	500:489:0	65
7	501:488:0	65
7	502:488:0	65
8	509:487:0	65
8	509:486:0	65
8	506:486:0	65
9	498:511:0	65
9	500:510:0	65
9	498:511:0	65
10	490:488:0	65
10	491:488:0	65
10	489:489:0	65
11	487:489:0	65
11	486:490:0	65
11	484:490:0	65
12	512:510:0	65
12	514:509:0	65
12	516:509:0	65
12	514:510:0	65
12	515:511:0	65
13	505:486:0	65
13	504:487:0	65
14	492:511:0	65
14	494:511:0	65
14	493:511:0	65
14	496:511:0	65
14	495:511:0	65
15	482:490:0	65
16	484:490:0	65
16	482:490:0	65
18	516:509:0	65
18	514:510:0	65
18	515:511:0	65
20	509:477:0	65
22	488:543:0	65
22	489:543:0	65
22	489:545:0	65
22	488:546:0	65
5	497:488:0	65
7	500:488:0	65
8	511:483:0	65
11	485:489:0	65
11	486:488:0	65
15	484:490:0	65
16	487:489:0	65
16	485:489:0	65
16	486:490:0	65
17	516:509:0	65
18	512:510:0	65
18	512:509:0	65
18	514:509:0	65
20	511:481:0	65
20	509:480:0	65
21	488:591:0	65
21	489:593:0	65
21	488:593:0	65
21	489:595:0	65
21	488:595:0	65
5	502:488:0	65
8	509:486:0	65
10	493:488:0	65
15	487:489:0	65
15	485:489:0	65
15	486:490:0	65
16	486:488:0	65
20	511:479:0	65
11	482:490:0	65
12	517:510:0	65
13	504:488:0	65
14	498:511:0	65
18	517:510:0	65
22	488:541:0	65
22	489:541:0	65
22	490:542:0	65
22	489:547:0	65
22	488:550:0	65
7	500:489:0	65
9	500:511:0	65
9	500:511:0	65
10	493:488:0	65
17	514:509:0	65
17	514:510:0	65
20	510:482:0	65
20	510:479:0	65
21	488:587:0	65
7	499:488:0	65
9	494:511:0	65
10	493:487:0	65
14	489:513:0	65
20	509:475:0	65
9	492:511:0	65
10	486:490:0	65
11	479:488:0	65
20	509:482:0	65
20	510:477:0	65
8	510:487:0	65
9	498:510:0	65
5	502:488:0	66
5	499:488:0	66
7	499:488:0	66
8	509:486:0	66
8	509:486:0	66
8	506:486:0	66
9	497:511:0	66
9	499:510:0	66
9	497:511:0	66
9	499:511:0	66
9	502:511:0	66
10	494:488:0	66
10	488:490:0	66
11	486:489:0	66
11	488:490:0	66
11	485:490:0	66
11	483:490:0	66
11	487:489:0	66
12	511:510:0	66
12	513:509:0	66
12	516:510:0	66
13	505:486:0	66
13	504:487:0	66
13	505:488:0	66
13	503:488:0	66
14	493:511:0	66
14	497:511:0	66
14	495:511:0	66
14	495:511:0	66
15	488:490:0	66
16	486:489:0	66
16	488:490:0	66
16	485:490:0	66
16	483:490:0	66
18	513:509:0	66
21	488:592:0	66
22	488:522:0	66
22	488:529:0	66
22	489:528:0	66
22	489:530:0	66
5	500:488:0	66
5	498:488:0	66
5	501:489:0	66
7	502:488:0	66
7	500:488:0	66
7	503:488:0	66
7	501:488:0	66
8	506:487:0	66
9	499:511:0	66
9	501:511:0	66
10	490:488:0	66
10	492:488:0	66
10	490:489:0	66
10	489:488:0	66
11	478:490:0	66
12	515:509:0	66
13	506:487:0	66
14	497:511:0	66
15	486:489:0	66
15	485:490:0	66
15	483:490:0	66
16	480:488:0	66
16	478:490:0	66
18	511:510:0	66
18	516:510:0	66
20	509:481:0	66
20	509:478:0	66
20	510:477:0	66
20	509:477:0	66
21	489:586:0	66
21	488:594:0	66
22	488:533:0	66
22	489:540:0	66
12	514:511:0	66
14	492:511:0	66
18	515:509:0	66
22	489:532:0	66
9	495:511:0	66
9	503:511:0	66
12	516:511:0	66
21	488:587:0	66
17	516:510:0	66
21	489:593:0	66
25	511:427:0	66
13	506:488:0	66
18	516:511:0	66
7	505:486:0	66
10	497:488:0	66
10	487:489:0	66
5	497:488:0	66
25	510:429:0	66
5	502:489:0	67
8	509:486:0	67
8	509:487:0	67
8	509:486:0	67
8	507:487:0	67
8	506:486:0	67
9	498:511:0	67
9	496:511:0	67
9	498:511:0	67
9	501:511:0	67
10	495:488:0	67
11	487:489:0	67
11	487:490:0	67
11	484:490:0	67
11	481:488:0	67
11	479:490:0	67
11	485:489:0	67
12	517:509:0	67
13	505:486:0	67
13	505:487:0	67
14	496:511:0	67
14	494:511:0	67
14	494:511:0	67
14	496:511:0	67
16	484:490:0	67
16	479:490:0	67
18	517:509:0	67
21	489:587:0	67
21	489:592:0	67
22	488:516:0	67
22	488:521:0	67
22	489:522:0	67
25	510:430:0	67
25	511:428:0	67
5	503:488:0	67
5	501:488:0	67
7	503:488:0	67
7	504:488:0	67
7	502:488:0	67
7	500:488:0	67
8	510:489:0	67
9	498:510:0	67
10	497:488:0	67
10	493:488:0	67
12	510:510:0	67
12	514:509:0	67
12	517:510:0	67
12	519:510:0	67
13	503:488:0	67
13	507:488:0	67
13	504:488:0	67
14	496:510:0	67
15	487:490:0	67
15	484:490:0	67
15	479:490:0	67
16	487:490:0	67
20	509:481:0	67
20	509:477:0	67
22	490:518:0	67
22	489:524:0	67
25	509:431:0	67
25	509:429:0	67
5	499:488:0	67
5	497:488:0	67
7	505:486:0	67
7	501:488:0	67
10	491:488:0	67
10	491:488:0	67
16	487:489:0	67
16	481:488:0	67
17	517:509:0	67
18	512:509:0	67
18	519:510:0	67
20	509:479:0	67
21	488:593:0	67
11	483:489:0	67
11	484:488:0	67
12	512:510:0	67
16	483:489:0	67
18	512:510:0	67
21	488:588:0	67
22	489:520:0	67
25	511:430:0	67
5	500:488:0	67
10	489:489:0	67
13	507:487:0	67
15	481:488:0	67
17	512:509:0	67
18	510:510:0	67
18	514:509:0	67
18	517:510:0	67
7	502:489:0	67
8	509:488:0	67
13	510:489:0	67
15	483:489:0	67
16	485:489:0	67
16	484:488:0	67
17	519:510:0	67
21	489:590:0	67
22	488:518:0	67
