% time	cellId	IMSI	RNTI	mcs	size	resPscch	rbLen	rbStart	iTrp	hopping	groupDstId	correct
2807	0	7	3	16	193	79	5	17	0	0	255	1
2807	0	7	4	16	193	41	5	8	0	0	255	1
2807	0	7	11	16	193	41	5	39	0	0	255	0
2807	0	8	10	16	193	27	5	17	0	0	255	1
2807	0	8	5	16	193	119	5	20	0	0	255	1
2807	0	8	3	16	193	79	5	17	0	0	255	1
2807	0	8	4	16	193	41	5	8	0	0	255	1
2807	0	8	11	16	193	41	5	39	0	0	255	0
2807	0	9	10	16	193	27	5	17	0	0	255	1
2807	0	9	5	16	193	119	5	20	0	0	255	1
2807	0	9	3	16	193	79	5	17	0	0	255	1
2807	0	9	4	16	193	41	5	8	0	0	255	1
2807	0	9	11	16	193	41	5	39	0	0	255	0
2840	0	2	1	16	193	35	5	23	0	0	255	1
2840	0	2	9	16	193	32	5	1	0	0	255	1
2840	0	3	1	16	193	35	5	23	0	0	255	1
2840	0	3	9	16	193	32	5	1	0	0	255	1
2840	0	4	1	16	193	35	5	23	0	0	255	1
2840	0	4	9	16	193	32	5	1	0	0	255	1
2840	0	5	1	16	193	35	5	23	0	0	255	1
2840	0	5	9	16	193	32	5	1	0	0	255	1
2840	0	6	9	16	193	32	5	1	0	0	255	1
2840	0	6	1	16	193	35	5	23	0	0	255	1
2840	0	7	9	16	193	32	5	1	0	0	255	1
2840	0	7	1	16	193	35	5	23	0	0	255	1
2840	0	8	9	16	193	32	5	1	0	0	255	1
2840	0	8	1	16	193	35	5	23	0	0	255	1
2840	0	10	9	16	193	32	5	1	0	0	255	1
2840	0	10	1	16	193	35	5	23	0	0	255	1
2840	0	11	9	16	193	32	5	1	0	0	255	1
2840	0	11	1	16	193	35	5	23	0	0	255	1
2841	0	1	5	16	193	85	5	4	0	0	255	1
2841	0	1	7	16	193	145	5	18	0	0	255	1
2841	0	2	5	16	193	85	5	4	0	0	255	1
2841	0	2	7	16	193	145	5	18	0	0	255	1
2841	0	3	5	16	193	85	5	4	0	0	255	1
2841	0	3	7	16	193	145	5	18	0	0	255	1
2841	0	4	5	16	193	85	5	4	0	0	255	1
2841	0	4	7	16	193	145	5	18	0	0	255	1
2841	0	6	5	16	193	85	5	4	0	0	255	1
2841	0	6	7	16	193	145	5	18	0	0	255	1
2841	0	8	7	16	193	145	5	18	0	0	255	1
2841	0	8	5	16	193	85	5	4	0	0	255	1
2841	0	9	7	16	193	145	5	18	0	0	255	1
2841	0	9	5	16	193	85	5	4	0	0	255	1
2841	0	10	7	16	193	145	5	18	0	0	255	1
2841	0	10	5	16	193	85	5	4	0	0	255	1
2841	0	11	5	16	193	85	5	4	0	0	255	1
2841	0	11	7	16	193	145	5	18	0	0	255	1
2842	0	1	3	16	193	170	5	6	0	0	255	1
2842	0	1	4	16	193	86	5	25	0	0	255	1
2842	0	1	6	16	193	90	5	21	0	0	255	1
2842	0	1	10	16	193	44	5	23	0	0	255	1
2842	0	2	3	16	193	170	5	6	0	0	255	1
2842	0	2	4	16	193	86	5	25	0	0	255	1
2842	0	2	6	16	193	90	5	21	0	0	255	1
2842	0	2	10	16	193	44	5	23	0	0	255	1
2842	0	5	4	16	193	86	5	25	0	0	255	1
2842	0	5	6	16	193	90	5	21	0	0	255	1
2842	0	5	3	16	193	170	5	6	0	0	255	1
2842	0	5	10	16	193	44	5	23	0	0	255	1
2842	0	7	6	16	193	90	5	21	0	0	255	1
2842	0	7	4	16	193	86	5	25	0	0	255	1
2842	0	7	10	16	193	44	5	23	0	0	255	1
2842	0	7	3	16	193	170	5	6	0	0	255	1
2842	0	8	6	16	193	90	5	21	0	0	255	1
2842	0	8	10	16	193	44	5	23	0	0	255	1
2842	0	8	4	16	193	86	5	25	0	0	255	1
2842	0	8	3	16	193	170	5	6	0	0	255	1
2842	0	9	10	16	193	44	5	23	0	0	255	1
2842	0	9	6	16	193	90	5	21	0	0	255	1
2842	0	9	4	16	193	86	5	25	0	0	255	1
2842	0	9	3	16	193	170	5	6	0	0	255	1
2842	0	11	6	16	193	90	5	21	0	0	255	1
2842	0	11	4	16	193	86	5	25	0	0	255	1
2842	0	11	3	16	193	170	5	6	0	0	255	1
2842	0	11	10	16	193	44	5	23	0	0	255	1
2843	0	4	3	16	193	170	5	6	0	0	255	1
2843	0	4	2	16	193	3	5	17	0	0	255	1
2843	0	4	1	16	193	35	5	23	0	0	255	1
2843	0	4	8	16	193	67	5	6	0	0	255	1
2843	0	5	3	16	193	170	5	6	0	0	255	1
2843	0	5	2	16	193	3	5	17	0	0	255	1
2843	0	5	8	16	193	67	5	6	0	0	255	1
2843	0	5	1	16	193	35	5	23	0	0	255	1
2843	0	6	8	16	193	67	5	6	0	0	255	1
2843	0	6	3	16	193	170	5	6	0	0	255	1
2843	0	6	2	16	193	3	5	17	0	0	255	1
2843	0	6	1	16	193	35	5	23	0	0	255	1
2843	0	7	8	16	193	67	5	6	0	0	255	1
2843	0	7	3	16	193	170	5	6	0	0	255	1
2843	0	7	2	16	193	3	5	17	0	0	255	1
2843	0	7	1	16	193	35	5	23	0	0	255	1
2843	0	9	8	16	193	67	5	6	0	0	255	1
2843	0	9	3	16	193	170	5	6	0	0	255	1
2843	0	9	2	16	193	3	5	17	0	0	255	1
2843	0	9	1	16	193	35	5	23	0	0	255	1
2843	0	10	8	16	193	67	5	6	0	0	255	1
2843	0	10	3	16	193	170	5	6	0	0	255	1
2843	0	10	2	16	193	3	5	17	0	0	255	1
2843	0	10	1	16	193	35	5	23	0	0	255	1
2843	0	11	8	16	193	67	5	6	0	0	255	1
2843	0	11	3	16	193	170	5	6	0	0	255	1
2843	0	11	2	16	193	3	5	17	0	0	255	1
2843	0	11	1	16	193	35	5	23	0	0	255	1
2844	0	1	2	16	193	3	5	17	0	0	255	1
2844	0	1	10	16	193	44	5	23	0	0	255	1
2844	0	1	11	16	193	132	5	3	0	0	255	1
2844	0	3	2	16	193	3	5	17	0	0	255	1
2844	0	3	10	16	193	44	5	23	0	0	255	1
2844	0	3	11	16	193	132	5	3	0	0	255	1
2844	0	4	2	16	193	3	5	17	0	0	255	1
2844	0	4	10	16	193	44	5	23	0	0	255	1
2844	0	4	11	16	193	132	5	3	0	0	255	1
2844	0	5	2	16	193	3	5	17	0	0	255	1
2844	0	5	10	16	193	44	5	23	0	0	255	1
2844	0	5	11	16	193	132	5	3	0	0	255	1
2844	0	6	2	16	193	3	5	17	0	0	255	1
2844	0	6	10	16	193	44	5	23	0	0	255	1
2844	0	6	11	16	193	132	5	3	0	0	255	1
2844	0	7	10	16	193	44	5	23	0	0	255	1
2844	0	7	2	16	193	3	5	17	0	0	255	1
2844	0	7	11	16	193	132	5	3	0	0	255	1
2844	0	8	10	16	193	44	5	23	0	0	255	1
2844	0	8	2	16	193	3	5	17	0	0	255	1
2844	0	8	11	16	193	132	5	3	0	0	255	1
2844	0	9	10	16	193	44	5	23	0	0	255	1
2844	0	9	2	16	193	3	5	17	0	0	255	1
2844	0	9	11	16	193	132	5	3	0	0	255	1
2845	0	1	5	16	193	85	5	4	0	0	255	1
2845	0	1	8	16	193	67	5	6	0	0	255	1
2845	0	1	9	16	193	32	5	1	0	0	255	1
2845	0	2	5	16	193	85	5	4	0	0	255	1
2845	0	2	8	16	193	67	5	6	0	0	255	1
2845	0	2	9	16	193	32	5	1	0	0	255	1
2845	0	3	5	16	193	85	5	4	0	0	255	1
2845	0	3	8	16	193	67	5	6	0	0	255	1
2845	0	3	9	16	193	32	5	1	0	0	255	1
2845	0	4	5	16	193	85	5	4	0	0	255	1
2845	0	4	8	16	193	67	5	6	0	0	255	1
2845	0	4	9	16	193	32	5	1	0	0	255	1
2845	0	6	5	16	193	85	5	4	0	0	255	1
2845	0	6	8	16	193	67	5	6	0	0	255	1
2845	0	6	9	16	193	32	5	1	0	0	255	1
2845	0	7	8	16	193	67	5	6	0	0	255	1
2845	0	7	5	16	193	85	5	4	0	0	255	1
2845	0	7	9	16	193	32	5	1	0	0	255	1
2845	0	10	9	16	193	32	5	1	0	0	255	1
2845	0	10	8	16	193	67	5	6	0	0	255	1
2845	0	10	5	16	193	85	5	4	0	0	255	1
2845	0	11	5	16	193	85	5	4	0	0	255	1
2845	0	11	8	16	193	67	5	6	0	0	255	1
2845	0	11	9	16	193	32	5	1	0	0	255	1
2846	0	1	4	16	193	86	5	25	0	0	255	1
2846	0	1	7	16	193	145	5	18	0	0	255	1
2846	0	2	4	16	193	86	5	25	0	0	255	1
2846	0	2	7	16	193	145	5	18	0	0	255	1
2846	0	3	4	16	193	86	5	25	0	0	255	1
2846	0	3	7	16	193	145	5	18	0	0	255	1
2846	0	5	4	16	193	86	5	25	0	0	255	1
2846	0	5	7	16	193	145	5	18	0	0	255	1
2846	0	6	7	16	193	145	5	18	0	0	255	1
2846	0	6	4	16	193	86	5	25	0	0	255	1
2846	0	8	7	16	193	145	5	18	0	0	255	1
2846	0	8	4	16	193	86	5	25	0	0	255	1
2846	0	9	7	16	193	145	5	18	0	0	255	1
2846	0	9	4	16	193	86	5	25	0	0	255	1
2846	0	10	7	16	193	145	5	18	0	0	255	1
2846	0	10	4	16	193	86	5	25	0	0	255	1
2846	0	11	7	16	193	145	5	18	0	0	255	1
2846	0	11	4	16	193	86	5	25	0	0	255	1
2847	0	1	6	16	193	90	5	21	0	0	255	1
2847	0	1	11	16	193	132	5	3	0	0	255	1
2847	0	2	6	16	193	90	5	21	0	0	255	1
2847	0	2	11	16	193	132	5	3	0	0	255	1
2847	0	3	6	16	193	90	5	21	0	0	255	1
2847	0	3	11	16	193	132	5	3	0	0	255	1
2847	0	4	6	16	193	90	5	21	0	0	255	1
2847	0	4	11	16	193	132	5	3	0	0	255	1
2847	0	5	6	16	193	90	5	21	0	0	255	1
2847	0	5	11	16	193	132	5	3	0	0	255	1
2847	0	7	6	16	193	90	5	21	0	0	255	1
2847	0	7	11	16	193	132	5	3	0	0	255	1
2847	0	8	6	16	193	90	5	21	0	0	255	1
2847	0	8	11	16	193	132	5	3	0	0	255	1
2847	0	9	6	16	193	90	5	21	0	0	255	1
2847	0	9	11	16	193	132	5	3	0	0	255	1
2847	0	10	6	16	193	90	5	21	0	0	255	1
2847	0	10	11	16	193	132	5	3	0	0	255	1
2920	0	1	5	16	193	168	5	2	0	0	255	1
2920	0	1	6	16	193	77	5	34	0	0	255	1
2920	0	1	7	16	193	48	5	13	0	0	255	1
2920	0	1	10	16	193	64	5	45	0	0	255	1
2920	0	1	11	16	193	133	5	18	0	0	255	1
2920	0	2	5	16	193	168	5	2	0	0	255	1
2920	0	2	6	16	193	77	5	34	0	0	255	1
2920	0	2	7	16	193	48	5	13	0	0	255	1
2920	0	2	10	16	193	64	5	45	0	0	255	1
2920	0	2	11	16	193	133	5	18	0	0	255	1
2920	0	3	5	16	193	168	5	2	0	0	255	1
2920	0	3	6	16	193	77	5	34	0	0	255	1
2920	0	3	7	16	193	48	5	13	0	0	255	1
2920	0	3	10	16	193	64	5	45	0	0	255	1
2920	0	3	11	16	193	133	5	18	0	0	255	1
2920	0	4	5	16	193	168	5	2	0	0	255	1
2920	0	4	6	16	193	77	5	34	0	0	255	1
2920	0	4	7	16	193	48	5	13	0	0	255	1
2920	0	4	10	16	193	64	5	45	0	0	255	1
2920	0	4	11	16	193	133	5	18	0	0	255	1
2920	0	8	7	16	193	48	5	13	0	0	255	1
2920	0	8	6	16	193	77	5	34	0	0	255	1
2920	0	8	10	16	193	64	5	45	0	0	255	1
2920	0	8	5	16	193	168	5	2	0	0	255	1
2920	0	8	11	16	193	133	5	18	0	0	255	1
2920	0	9	10	16	193	64	5	45	0	0	255	1
2920	0	9	7	16	193	48	5	13	0	0	255	1
2920	0	9	6	16	193	77	5	34	0	0	255	1
2920	0	9	5	16	193	168	5	2	0	0	255	1
2920	0	9	11	16	193	133	5	18	0	0	255	1
2921	0	1	3	16	193	106	5	43	0	0	255	1
2921	0	1	5	16	193	168	5	2	0	0	255	1
2921	0	2	3	16	193	106	5	43	0	0	255	1
2921	0	2	5	16	193	168	5	2	0	0	255	1
2921	0	4	5	16	193	168	5	2	0	0	255	1
2921	0	4	3	16	193	106	5	43	0	0	255	1
2921	0	6	5	16	193	168	5	2	0	0	255	1
2921	0	6	3	16	193	106	5	43	0	0	255	1
2921	0	7	5	16	193	168	5	2	0	0	255	1
2921	0	7	3	16	193	106	5	43	0	0	255	1
2921	0	8	5	16	193	168	5	2	0	0	255	1
2921	0	8	3	16	193	106	5	43	0	0	255	1
2921	0	9	5	16	193	168	5	2	0	0	255	1
2921	0	9	3	16	193	106	5	43	0	0	255	1
2921	0	10	5	16	193	168	5	2	0	0	255	1
2921	0	10	3	16	193	106	5	43	0	0	255	1
2921	0	11	5	16	193	168	5	2	0	0	255	1
2921	0	11	3	16	193	106	5	43	0	0	255	1
2922	0	1	2	16	193	26	5	45	0	0	255	1
2922	0	1	3	16	193	106	5	43	0	0	255	1
2922	0	1	4	16	193	138	5	3	0	0	255	1
2922	0	1	10	16	193	64	5	45	0	0	255	1
2922	0	5	4	16	193	138	5	3	0	0	255	1
2922	0	5	3	16	193	106	5	43	0	0	255	1
2922	0	5	2	16	193	26	5	45	0	0	255	1
2922	0	5	10	16	193	64	5	45	0	0	255	1
2922	0	6	4	16	193	138	5	3	0	0	255	1
2922	0	6	3	16	193	106	5	43	0	0	255	1
2922	0	6	2	16	193	26	5	45	0	0	255	1
2922	0	6	10	16	193	64	5	45	0	0	255	1
2922	0	7	4	16	193	138	5	3	0	0	255	1
2922	0	7	10	16	193	64	5	45	0	0	255	1
2922	0	7	3	16	193	106	5	43	0	0	255	1
2922	0	7	2	16	193	26	5	45	0	0	255	1
2922	0	8	10	16	193	64	5	45	0	0	255	1
2922	0	8	4	16	193	138	5	3	0	0	255	1
2922	0	8	3	16	193	106	5	43	0	0	255	1
2922	0	8	2	16	193	26	5	45	0	0	255	1
2922	0	9	10	16	193	64	5	45	0	0	255	1
2922	0	9	4	16	193	138	5	3	0	0	255	1
2922	0	9	3	16	193	106	5	43	0	0	255	1
2922	0	9	2	16	193	26	5	45	0	0	255	1
2922	0	11	4	16	193	138	5	3	0	0	255	1
2922	0	11	3	16	193	106	5	43	0	0	255	1
2922	0	11	2	16	193	26	5	45	0	0	255	1
2922	0	11	10	16	193	64	5	45	0	0	255	1
2923	0	1	9	16	193	27	5	28	0	0	255	1
2923	0	2	9	16	193	27	5	28	0	0	255	1
2923	0	3	9	16	193	27	5	28	0	0	255	1
2923	0	4	9	16	193	27	5	28	0	0	255	1
2923	0	5	9	16	193	27	5	28	0	0	255	1
2923	0	6	9	16	193	27	5	28	0	0	255	1
2923	0	7	9	16	193	27	5	28	0	0	255	1
2923	0	8	9	16	193	27	5	28	0	0	255	1
2923	0	10	9	16	193	27	5	28	0	0	255	1
2923	0	11	9	16	193	27	5	28	0	0	255	1
2924	0	1	8	16	193	132	5	45	0	0	255	1
2924	0	2	8	16	193	132	5	45	0	0	255	1
2924	0	3	8	16	193	132	5	45	0	0	255	1
2924	0	4	8	16	193	132	5	45	0	0	255	1
2924	0	5	8	16	193	132	5	45	0	0	255	1
2924	0	6	8	16	193	132	5	45	0	0	255	1
2924	0	7	8	16	193	132	5	45	0	0	255	1
2924	0	9	8	16	193	132	5	45	0	0	255	1
2924	0	10	8	16	193	132	5	45	0	0	255	1
2924	0	11	8	16	193	132	5	45	0	0	255	1
2925	0	1	6	16	193	77	5	34	0	0	255	1
2925	0	1	11	16	193	133	5	18	0	0	255	1
2925	0	2	6	16	193	77	5	34	0	0	255	1
2925	0	2	11	16	193	133	5	18	0	0	255	1
2925	0	3	6	16	193	77	5	34	0	0	255	1
2925	0	3	11	16	193	133	5	18	0	0	255	1
2925	0	4	6	16	193	77	5	34	0	0	255	1
2925	0	4	11	16	193	133	5	18	0	0	255	1
2925	0	5	6	16	193	77	5	34	0	0	255	1
2925	0	5	11	16	193	133	5	18	0	0	255	1
2925	0	7	6	16	193	77	5	34	0	0	255	1
2925	0	7	11	16	193	133	5	18	0	0	255	1
2925	0	8	6	16	193	77	5	34	0	0	255	1
2925	0	8	11	16	193	133	5	18	0	0	255	1
2925	0	9	6	16	193	77	5	34	0	0	255	1
2925	0	9	11	16	193	133	5	18	0	0	255	1
2925	0	10	6	16	193	77	5	34	0	0	255	1
2925	0	10	11	16	193	133	5	18	0	0	255	1
2926	0	3	2	16	193	26	5	45	0	0	255	1
2926	0	3	4	16	193	138	5	3	0	0	255	1
2926	0	3	1	16	193	111	5	11	0	0	255	1
2926	0	5	4	16	193	138	5	3	0	0	255	1
2926	0	5	2	16	193	26	5	45	0	0	255	1
2926	0	5	1	16	193	111	5	11	0	0	255	1
2926	0	6	4	16	193	138	5	3	0	0	255	1
2926	0	6	2	16	193	26	5	45	0	0	255	1
2926	0	6	1	16	193	111	5	11	0	0	255	1
2926	0	7	4	16	193	138	5	3	0	0	255	1
2926	0	7	2	16	193	26	5	45	0	0	255	1
2926	0	7	1	16	193	111	5	11	0	0	255	1
2926	0	8	4	16	193	138	5	3	0	0	255	1
2926	0	8	2	16	193	26	5	45	0	0	255	1
2926	0	8	1	16	193	111	5	11	0	0	255	1
2926	0	9	4	16	193	138	5	3	0	0	255	1
2926	0	9	2	16	193	26	5	45	0	0	255	1
2926	0	9	1	16	193	111	5	11	0	0	255	1
2926	0	10	4	16	193	138	5	3	0	0	255	1
2926	0	10	2	16	193	26	5	45	0	0	255	1
2926	0	10	1	16	193	111	5	11	0	0	255	1
2926	0	11	4	16	193	138	5	3	0	0	255	1
2926	0	11	2	16	193	26	5	45	0	0	255	1
2926	0	11	1	16	193	111	5	11	0	0	255	1
2927	0	2	1	16	193	111	5	11	0	0	255	1
2927	0	2	7	16	193	48	5	13	0	0	255	1
2927	0	2	8	16	193	132	5	45	0	0	255	1
2927	0	2	9	16	193	27	5	28	0	0	255	1
2927	0	3	1	16	193	111	5	11	0	0	255	1
2927	0	3	7	16	193	48	5	13	0	0	255	1
2927	0	3	8	16	193	132	5	45	0	0	255	1
2927	0	3	9	16	193	27	5	28	0	0	255	1
2927	0	4	7	16	193	48	5	13	0	0	255	1
2927	0	4	1	16	193	111	5	11	0	0	255	1
2927	0	4	8	16	193	132	5	45	0	0	255	1
2927	0	4	9	16	193	27	5	28	0	0	255	1
2927	0	5	7	16	193	48	5	13	0	0	255	1
2927	0	5	8	16	193	132	5	45	0	0	255	1
2927	0	5	9	16	193	27	5	28	0	0	255	1
2927	0	5	1	16	193	111	5	11	0	0	255	1
2927	0	6	7	16	193	48	5	13	0	0	255	1
2927	0	6	8	16	193	132	5	45	0	0	255	1
2927	0	6	9	16	193	27	5	28	0	0	255	1
2927	0	6	1	16	193	111	5	11	0	0	255	1
2927	0	10	9	16	193	27	5	28	0	0	255	1
2927	0	10	8	16	193	132	5	45	0	0	255	1
2927	0	10	7	16	193	48	5	13	0	0	255	1
2927	0	10	1	16	193	111	5	11	0	0	255	1
2927	0	11	7	16	193	48	5	13	0	0	255	1
2927	0	11	8	16	193	132	5	45	0	0	255	1
2927	0	11	9	16	193	27	5	28	0	0	255	1
2927	0	11	1	16	193	111	5	11	0	0	255	1
3000	0	1	2	16	193	35	5	41	0	0	255	1
3000	0	3	2	16	193	35	5	41	0	0	255	1
3000	0	4	2	16	193	35	5	41	0	0	255	1
3000	0	5	2	16	193	35	5	41	0	0	255	1
3000	0	6	2	16	193	35	5	41	0	0	255	1
3000	0	7	2	16	193	35	5	41	0	0	255	1
3000	0	8	2	16	193	35	5	41	0	0	255	1
3000	0	9	2	16	193	35	5	41	0	0	255	1
3000	0	10	2	16	193	35	5	41	0	0	255	1
3000	0	11	2	16	193	35	5	41	0	0	255	1
3001	0	1	3	16	193	97	5	12	0	0	255	1
3001	0	1	4	16	193	15	5	12	0	0	255	1
3001	0	1	9	16	193	36	5	24	0	0	255	1
3001	0	2	3	16	193	97	5	12	0	0	255	1
3001	0	2	4	16	193	15	5	12	0	0	255	1
3001	0	2	9	16	193	36	5	24	0	0	255	1
3001	0	5	4	16	193	15	5	12	0	0	255	1
3001	0	5	3	16	193	97	5	12	0	0	255	1
3001	0	5	9	16	193	36	5	24	0	0	255	1
3001	0	6	4	16	193	15	5	12	0	0	255	1
3001	0	6	3	16	193	97	5	12	0	0	255	1
3001	0	6	9	16	193	36	5	24	0	0	255	1
3001	0	7	9	16	193	36	5	24	0	0	255	1
3001	0	7	4	16	193	15	5	12	0	0	255	1
3001	0	7	3	16	193	97	5	12	0	0	255	1
3001	0	8	9	16	193	36	5	24	0	0	255	1
3001	0	8	4	16	193	15	5	12	0	0	255	1
3001	0	8	3	16	193	97	5	12	0	0	255	1
3001	0	10	9	16	193	36	5	24	0	0	255	1
3001	0	10	4	16	193	15	5	12	0	0	255	1
3001	0	10	3	16	193	97	5	12	0	0	255	1
3001	0	11	4	16	193	15	5	12	0	0	255	1
3001	0	11	3	16	193	97	5	12	0	0	255	1
3001	0	11	9	16	193	36	5	24	0	0	255	1
3002	0	1	6	16	193	82	5	30	0	0	255	1
3002	0	1	7	16	193	146	5	9	0	0	255	1
3002	0	1	8	16	193	66	5	13	0	0	255	1
3002	0	1	11	16	193	51	5	21	0	0	255	1
3002	0	2	6	16	193	82	5	30	0	0	255	1
3002	0	2	7	16	193	146	5	9	0	0	255	1
3002	0	2	8	16	193	66	5	13	0	0	255	1
3002	0	2	11	16	193	51	5	21	0	0	255	1
3002	0	3	6	16	193	82	5	30	0	0	255	1
3002	0	3	7	16	193	146	5	9	0	0	255	1
3002	0	3	8	16	193	66	5	13	0	0	255	1
3002	0	3	11	16	193	51	5	21	0	0	255	1
3002	0	4	6	16	193	82	5	30	0	0	255	1
3002	0	4	7	16	193	146	5	9	0	0	255	1
3002	0	4	8	16	193	66	5	13	0	0	255	1
3002	0	4	11	16	193	51	5	21	0	0	255	1
3002	0	5	6	16	193	82	5	30	0	0	255	1
3002	0	5	7	16	193	146	5	9	0	0	255	1
3002	0	5	8	16	193	66	5	13	0	0	255	1
3002	0	5	11	16	193	51	5	21	0	0	255	1
3002	0	9	8	16	193	66	5	13	0	0	255	1
3002	0	9	7	16	193	146	5	9	0	0	255	1
3002	0	9	6	16	193	82	5	30	0	0	255	1
3002	0	9	11	16	193	51	5	21	0	0	255	1
3002	0	10	8	16	193	66	5	13	0	0	255	1
3002	0	10	7	16	193	146	5	9	0	0	255	1
3002	0	10	6	16	193	82	5	30	0	0	255	1
3002	0	10	11	16	193	51	5	21	0	0	255	1
3003	0	1	2	16	193	35	5	41	0	0	255	1
3003	0	1	11	16	193	51	5	21	0	0	255	1
3003	0	3	2	16	193	35	5	41	0	0	255	1
3003	0	3	11	16	193	51	5	21	0	0	255	1
3003	0	4	2	16	193	35	5	41	0	0	255	1
3003	0	4	11	16	193	51	5	21	0	0	255	1
3003	0	5	2	16	193	35	5	41	0	0	255	1
3003	0	5	11	16	193	51	5	21	0	0	255	1
3003	0	6	2	16	193	35	5	41	0	0	255	1
3003	0	6	11	16	193	51	5	21	0	0	255	1
3003	0	7	2	16	193	35	5	41	0	0	255	1
3003	0	7	11	16	193	51	5	21	0	0	255	1
3003	0	8	2	16	193	35	5	41	0	0	255	1
3003	0	8	11	16	193	51	5	21	0	0	255	1
3003	0	9	2	16	193	35	5	41	0	0	255	1
3003	0	9	11	16	193	51	5	21	0	0	255	1
3003	0	10	2	16	193	35	5	41	0	0	255	1
3003	0	10	11	16	193	51	5	21	0	0	255	1
3004	0	2	1	16	193	12	5	41	0	0	255	1
3004	0	2	5	16	193	20	5	37	0	0	255	1
3004	0	2	8	16	193	66	5	13	0	0	255	1
3004	0	2	9	16	193	36	5	24	0	0	255	1
3004	0	3	1	16	193	12	5	41	0	0	255	1
3004	0	3	5	16	193	20	5	37	0	0	255	1
3004	0	3	8	16	193	66	5	13	0	0	255	1
3004	0	3	9	16	193	36	5	24	0	0	255	1
3004	0	4	5	16	193	20	5	37	0	0	255	1
3004	0	4	1	16	193	12	5	41	0	0	255	1
3004	0	4	8	16	193	66	5	13	0	0	255	1
3004	0	4	9	16	193	36	5	24	0	0	255	1
3004	0	6	5	16	193	20	5	37	0	0	255	1
3004	0	6	8	16	193	66	5	13	0	0	255	1
3004	0	6	9	16	193	36	5	24	0	0	255	1
3004	0	6	1	16	193	12	5	41	0	0	255	1
3004	0	7	8	16	193	66	5	13	0	0	255	1
3004	0	7	9	16	193	36	5	24	0	0	255	1
3004	0	7	5	16	193	20	5	37	0	0	255	1
3004	0	7	1	16	193	12	5	41	0	0	255	1
3004	0	10	9	16	193	36	5	24	0	0	255	1
3004	0	10	8	16	193	66	5	13	0	0	255	1
3004	0	10	5	16	193	20	5	37	0	0	255	1
3004	0	10	1	16	193	12	5	41	0	0	255	1
3004	0	11	5	16	193	20	5	37	0	0	255	1
3004	0	11	8	16	193	66	5	13	0	0	255	1
3004	0	11	9	16	193	36	5	24	0	0	255	1
3004	0	11	1	16	193	12	5	41	0	0	255	1
3005	0	1	10	16	193	5	5	31	0	0	255	1
3005	0	2	10	16	193	5	5	31	0	0	255	1
3005	0	3	10	16	193	5	5	31	0	0	255	1
3005	0	4	10	16	193	5	5	31	0	0	255	1
3005	0	5	10	16	193	5	5	31	0	0	255	1
3005	0	6	10	16	193	5	5	31	0	0	255	1
3005	0	7	10	16	193	5	5	31	0	0	255	1
3005	0	8	10	16	193	5	5	31	0	0	255	1
3005	0	9	10	16	193	5	5	31	0	0	255	1
3005	0	11	10	16	193	5	5	31	0	0	255	1
3006	0	2	1	16	193	12	5	41	0	0	255	1
3006	0	2	6	16	193	82	5	30	0	0	255	1
3006	0	2	10	16	193	5	5	31	0	0	255	1
3006	0	3	1	16	193	12	5	41	0	0	255	1
3006	0	3	6	16	193	82	5	30	0	0	255	1
3006	0	3	10	16	193	5	5	31	0	0	255	1
3006	0	4	6	16	193	82	5	30	0	0	255	1
3006	0	4	1	16	193	12	5	41	0	0	255	1
3006	0	4	10	16	193	5	5	31	0	0	255	1
3006	0	5	6	16	193	82	5	30	0	0	255	1
3006	0	5	1	16	193	12	5	41	0	0	255	1
3006	0	5	10	16	193	5	5	31	0	0	255	1
3006	0	7	6	16	193	82	5	30	0	0	255	1
3006	0	7	10	16	193	5	5	31	0	0	255	1
3006	0	7	1	16	193	12	5	41	0	0	255	1
3006	0	8	6	16	193	82	5	30	0	0	255	1
3006	0	8	10	16	193	5	5	31	0	0	255	1
3006	0	8	1	16	193	12	5	41	0	0	255	1
3006	0	9	10	16	193	5	5	31	0	0	255	1
3006	0	9	6	16	193	82	5	30	0	0	255	1
3006	0	9	1	16	193	12	5	41	0	0	255	1
3006	0	11	6	16	193	82	5	30	0	0	255	1
3006	0	11	10	16	193	5	5	31	0	0	255	1
3006	0	11	1	16	193	12	5	41	0	0	255	1
3007	0	1	3	16	193	97	5	12	0	0	255	1
3007	0	1	4	16	193	15	5	12	0	0	255	1
3007	0	1	5	16	193	20	5	37	0	0	255	1
3007	0	1	7	16	193	146	5	9	0	0	255	1
3007	0	2	3	16	193	97	5	12	0	0	255	1
3007	0	2	4	16	193	15	5	12	0	0	255	1
3007	0	2	5	16	193	20	5	37	0	0	255	1
3007	0	2	7	16	193	146	5	9	0	0	255	1
3007	0	6	5	16	193	20	5	37	0	0	255	1
3007	0	6	7	16	193	146	5	9	0	0	255	1
3007	0	6	4	16	193	15	5	12	0	0	255	1
3007	0	6	3	16	193	97	5	12	0	0	255	1
3007	0	8	7	16	193	146	5	9	0	0	255	1
3007	0	8	5	16	193	20	5	37	0	0	255	1
3007	0	8	4	16	193	15	5	12	0	0	255	1
3007	0	8	3	16	193	97	5	12	0	0	255	1
3007	0	9	7	16	193	146	5	9	0	0	255	1
3007	0	9	5	16	193	20	5	37	0	0	255	1
3007	0	9	4	16	193	15	5	12	0	0	255	1
