% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	avrgSinrPerRb
3752	0	6	2	0	16	193	3	0	1	1.66245e+07
3752	0	7	1	0	16	193	3	0	1	2.82103e+06
3752	0	7	2	0	16	193	3	0	1	6.26324e+06
3752	0	8	1	0	16	193	3	0	1	1.43727e+06
3752	0	8	2	0	16	193	3	0	1	2.82103e+06
3752	0	9	1	0	16	193	3	0	1	801389
3752	0	9	2	0	16	193	3	0	1	1.43727e+06
3752	0	10	1	0	16	193	3	0	1	478706
3752	0	10	2	0	16	193	3	0	1	801389
3752	0	11	1	0	16	193	3	0	1	12.6725
3752	0	11	2	0	16	193	3	0	1	12.6974
3808	0	3	1	0	16	193	0	1	1	3.44867e+08
3808	0	3	2	0	16	193	0	1	1	7.15411e+09
3808	0	4	1	0	16	193	0	1	1	5.8521e+07
3808	0	4	2	0	16	193	0	1	1	3.44867e+08
3808	0	5	1	0	16	193	0	1	1	1.66245e+07
3808	0	5	2	0	16	193	0	1	1	5.8521e+07
3808	0	6	1	0	16	193	0	1	1	6.26324e+06
3808	0	6	2	0	16	193	0	1	1	1.66245e+07
3808	0	7	1	0	16	193	0	1	1	2.82103e+06
3808	0	7	2	0	16	193	0	1	1	6.26324e+06
3808	0	8	1	0	16	193	0	1	1	1.43727e+06
3808	0	8	2	0	16	193	0	1	1	2.82103e+06
3808	0	9	1	0	16	193	0	1	1	801389
3808	0	9	2	0	16	193	0	1	1	1.43727e+06
3808	0	10	1	0	16	193	0	1	1	478706
3808	0	10	2	0	16	193	0	1	1	801389
3808	0	11	1	0	16	193	0	1	1	12.6725
3808	0	11	2	0	16	193	0	1	1	12.6974
3816	0	3	1	0	16	193	1	0	1	3.44867e+08
3816	0	3	2	0	16	193	1	0	1	7.15411e+09
3816	0	4	1	0	16	193	1	0	1	5.8521e+07
3816	0	4	2	0	16	193	1	0	1	3.44867e+08
3816	0	5	1	0	16	193	1	0	1	1.66245e+07
3816	0	5	2	0	16	193	1	0	1	5.8521e+07
3816	0	6	1	0	16	193	1	0	1	6.26324e+06
3816	0	6	2	0	16	193	1	0	1	1.66245e+07
3816	0	7	1	0	16	193	1	0	1	2.82103e+06
3816	0	7	2	0	16	193	1	0	1	6.26324e+06
3816	0	8	1	0	16	193	1	0	1	1.43727e+06
3816	0	8	2	0	16	193	1	0	1	2.82103e+06
3816	0	9	1	0	16	193	1	0	1	801389
3816	0	9	2	0	16	193	1	0	1	1.43727e+06
3816	0	10	1	0	16	193	1	0	1	478706
3816	0	10	2	0	16	193	1	0	1	801389
3816	0	11	1	0	16	193	1	0	1	12.6725
3816	0	11	2	0	16	193	1	0	1	12.6974
3824	0	3	1	0	16	193	2	0	1	3.44867e+08
3824	0	3	2	0	16	193	2	0	1	7.15411e+09
3824	0	4	1	0	16	193	2	0	1	5.8521e+07
3824	0	4	2	0	16	193	2	0	1	3.44867e+08
3824	0	5	1	0	16	193	2	0	1	1.66245e+07
3824	0	5	2	0	16	193	2	0	1	5.8521e+07
3824	0	6	1	0	16	193	2	0	1	6.26324e+06
3824	0	6	2	0	16	193	2	0	1	1.66245e+07
3824	0	7	1	0	16	193	2	0	1	2.82103e+06
3824	0	7	2	0	16	193	2	0	1	6.26324e+06
3824	0	8	1	0	16	193	2	0	1	1.43727e+06
3824	0	8	2	0	16	193	2	0	1	2.82103e+06
3824	0	9	1	0	16	193	2	0	1	801389
3824	0	9	2	0	16	193	2	0	1	1.43727e+06
3824	0	10	1	0	16	193	2	0	1	478706
3824	0	10	2	0	16	193	2	0	1	801389
3824	0	11	1	0	16	193	2	0	1	12.6725
3824	0	11	2	0	16	193	2	0	1	12.6974
3832	0	3	1	0	16	193	3	0	1	3.44867e+08
3832	0	3	2	0	16	193	3	0	1	7.15411e+09
3832	0	4	1	0	16	193	3	0	1	5.8521e+07
3832	0	4	2	0	16	193	3	0	1	3.44867e+08
3832	0	5	1	0	16	193	3	0	1	1.66245e+07
3832	0	5	2	0	16	193	3	0	1	5.8521e+07
3832	0	6	1	0	16	193	3	0	1	6.26324e+06
3832	0	6	2	0	16	193	3	0	1	1.66245e+07
3832	0	7	1	0	16	193	3	0	1	2.82103e+06
3832	0	7	2	0	16	193	3	0	1	6.26324e+06
3832	0	8	1	0	16	193	3	0	1	1.43727e+06
3832	0	8	2	0	16	193	3	0	1	2.82103e+06
3832	0	9	1	0	16	193	3	0	1	801389
3832	0	9	2	0	16	193	3	0	1	1.43727e+06
3832	0	10	1	0	16	193	3	0	1	478706
3832	0	10	2	0	16	193	3	0	1	801389
3832	0	11	1	0	16	193	3	0	1	12.6725
3832	0	11	2	0	16	193	3	0	1	12.6974
3888	0	3	1	0	16	193	0	1	1	2.75893e+08
3888	0	3	2	0	16	193	0	1	1	5.72328e+09
3888	0	4	1	0	16	193	0	1	1	4.68168e+07
3888	0	4	2	0	16	193	0	1	1	2.75893e+08
3888	0	5	1	0	16	193	0	1	1	1.32996e+07
3888	0	5	2	0	16	193	0	1	1	4.68168e+07
3888	0	6	1	0	16	193	0	1	1	5.01059e+06
3888	0	6	2	0	16	193	0	1	1	1.32996e+07
3888	0	7	1	0	16	193	0	1	1	2.25683e+06
3888	0	7	2	0	16	193	0	1	1	5.01059e+06
3888	0	8	1	0	16	193	0	1	1	1.14982e+06
3888	0	8	2	0	16	193	0	1	1	2.25683e+06
3888	0	9	1	0	16	193	0	1	1	641112
3888	0	9	2	0	16	193	0	1	1	1.14982e+06
3888	0	10	1	0	16	193	0	1	1	382965
3888	0	10	2	0	16	193	0	1	1	641112
3888	0	11	1	0	16	193	0	1	1	10.5566
3888	0	11	2	0	16	193	0	1	1	10.578
3896	0	3	1	0	16	193	1	0	1	2.75893e+08
3896	0	3	2	0	16	193	1	0	1	5.72328e+09
3896	0	4	1	0	16	193	1	0	1	4.68168e+07
3896	0	4	2	0	16	193	1	0	1	2.75893e+08
3896	0	5	1	0	16	193	1	0	1	1.32996e+07
3896	0	5	2	0	16	193	1	0	1	4.68168e+07
3896	0	6	1	0	16	193	1	0	1	5.01059e+06
3896	0	6	2	0	16	193	1	0	1	1.32996e+07
3896	0	7	1	0	16	193	1	0	1	2.25683e+06
3896	0	7	2	0	16	193	1	0	1	5.01059e+06
3896	0	8	1	0	16	193	1	0	1	1.14982e+06
3896	0	8	2	0	16	193	1	0	1	2.25683e+06
3896	0	9	1	0	16	193	1	0	1	641112
3896	0	9	2	0	16	193	1	0	1	1.14982e+06
3896	0	10	1	0	16	193	1	0	1	382965
3896	0	10	2	0	16	193	1	0	1	641112
3896	0	11	1	0	16	193	1	0	1	10.5566
3896	0	11	2	0	16	193	1	0	1	10.578
3904	0	3	1	0	16	193	2	0	1	2.75893e+08
3904	0	3	2	0	16	193	2	0	1	5.72328e+09
3904	0	4	1	0	16	193	2	0	1	4.68168e+07
3904	0	4	2	0	16	193	2	0	1	2.75893e+08
3904	0	5	1	0	16	193	2	0	1	1.32996e+07
3904	0	5	2	0	16	193	2	0	1	4.68168e+07
3904	0	6	1	0	16	193	2	0	1	5.01059e+06
3904	0	6	2	0	16	193	2	0	1	1.32996e+07
3904	0	7	1	0	16	193	2	0	1	2.25683e+06
3904	0	7	2	0	16	193	2	0	1	5.01059e+06
3904	0	8	1	0	16	193	2	0	1	1.14982e+06
3904	0	8	2	0	16	193	2	0	1	2.25683e+06
3904	0	9	1	0	16	193	2	0	1	641112
3904	0	9	2	0	16	193	2	0	1	1.14982e+06
3904	0	10	1	0	16	193	2	0	1	382965
3904	0	10	2	0	16	193	2	0	1	641112
3904	0	11	1	0	16	193	2	0	1	10.5566
3904	0	11	2	0	16	193	2	0	1	10.578
3912	0	3	1	0	16	193	3	0	1	2.75893e+08
3912	0	3	2	0	16	193	3	0	1	5.72328e+09
3912	0	4	1	0	16	193	3	0	1	4.68168e+07
3912	0	4	2	0	16	193	3	0	1	2.75893e+08
3912	0	5	1	0	16	193	3	0	1	1.32996e+07
3912	0	5	2	0	16	193	3	0	1	4.68168e+07
3912	0	6	1	0	16	193	3	0	1	5.01059e+06
3912	0	6	2	0	16	193	3	0	1	1.32996e+07
3912	0	7	1	0	16	193	3	0	1	2.25683e+06
3912	0	7	2	0	16	193	3	0	1	5.01059e+06
3912	0	8	1	0	16	193	3	0	1	1.14982e+06
3912	0	8	2	0	16	193	3	0	1	2.25683e+06
3912	0	9	1	0	16	193	3	0	1	641112
3912	0	9	2	0	16	193	3	0	1	1.14982e+06
3912	0	10	1	0	16	193	3	0	1	382965
3912	0	10	2	0	16	193	3	0	1	641112
3912	0	11	1	0	16	193	3	0	1	10.5566
3912	0	11	2	0	16	193	3	0	1	10.578
3928	0	3	1	0	16	193	0	1	1	3.44867e+08
3928	0	3	2	0	16	193	0	1	1	7.15411e+09
3928	0	4	1	0	16	193	0	1	1	5.8521e+07
3928	0	4	2	0	16	193	0	1	1	3.44867e+08
3928	0	5	1	0	16	193	0	1	1	1.66245e+07
3928	0	5	2	0	16	193	0	1	1	5.8521e+07
3928	0	6	1	0	16	193	0	1	1	6.26324e+06
3928	0	6	2	0	16	193	0	1	1	1.66245e+07
3928	0	7	1	0	16	193	0	1	1	2.82103e+06
3928	0	7	2	0	16	193	0	1	1	6.26324e+06
3928	0	8	1	0	16	193	0	1	1	1.43727e+06
3928	0	8	2	0	16	193	0	1	1	2.82103e+06
3928	0	9	1	0	16	193	0	1	1	801389
3928	0	9	2	0	16	193	0	1	1	1.43727e+06
3928	0	10	1	0	16	193	0	1	1	478706
3928	0	10	2	0	16	193	0	1	1	801389
3928	0	11	1	0	16	193	0	1	1	12.6725
3928	0	11	2	0	16	193	0	1	1	12.6974
3936	0	3	1	0	16	193	1	0	1	3.44867e+08
3936	0	3	2	0	16	193	1	0	1	7.15411e+09
3936	0	4	1	0	16	193	1	0	1	5.8521e+07
3936	0	4	2	0	16	193	1	0	1	3.44867e+08
3936	0	5	1	0	16	193	1	0	1	1.66245e+07
3936	0	5	2	0	16	193	1	0	1	5.8521e+07
3936	0	6	1	0	16	193	1	0	1	6.26324e+06
3936	0	6	2	0	16	193	1	0	1	1.66245e+07
3936	0	7	1	0	16	193	1	0	1	2.82103e+06
3936	0	7	2	0	16	193	1	0	1	6.26324e+06
3936	0	8	1	0	16	193	1	0	1	1.43727e+06
3936	0	8	2	0	16	193	1	0	1	2.82103e+06
3936	0	9	1	0	16	193	1	0	1	801389
3936	0	9	2	0	16	193	1	0	1	1.43727e+06
3936	0	10	1	0	16	193	1	0	1	478706
3936	0	10	2	0	16	193	1	0	1	801389
3936	0	11	1	0	16	193	1	0	1	12.6725
3936	0	11	2	0	16	193	1	0	1	12.6974
3944	0	3	1	0	16	193	2	0	1	3.44867e+08
3944	0	3	2	0	16	193	2	0	1	7.15411e+09
3944	0	4	1	0	16	193	2	0	1	5.8521e+07
3944	0	4	2	0	16	193	2	0	1	3.44867e+08
3944	0	5	1	0	16	193	2	0	1	1.66245e+07
3944	0	5	2	0	16	193	2	0	1	5.8521e+07
3944	0	6	1	0	16	193	2	0	1	6.26324e+06
3944	0	6	2	0	16	193	2	0	1	1.66245e+07
3944	0	7	1	0	16	193	2	0	1	2.82103e+06
3944	0	7	2	0	16	193	2	0	1	6.26324e+06
3944	0	8	1	0	16	193	2	0	1	1.43727e+06
3944	0	8	2	0	16	193	2	0	1	2.82103e+06
3944	0	9	1	0	16	193	2	0	1	801389
3944	0	9	2	0	16	193	2	0	1	1.43727e+06
3944	0	10	1	0	16	193	2	0	1	478706
3944	0	10	2	0	16	193	2	0	1	801389
3944	0	11	1	0	16	193	2	0	1	12.6725
3944	0	11	2	0	16	193	2	0	1	12.6974
3952	0	3	1	0	16	193	3	0	1	3.44867e+08
3952	0	3	2	0	16	193	3	0	1	7.15411e+09
3952	0	4	1	0	16	193	3	0	1	5.8521e+07
3952	0	4	2	0	16	193	3	0	1	3.44867e+08
3952	0	5	1	0	16	193	3	0	1	1.66245e+07
3952	0	5	2	0	16	193	3	0	1	5.8521e+07
3952	0	6	1	0	16	193	3	0	1	6.26324e+06
3952	0	6	2	0	16	193	3	0	1	1.66245e+07
3952	0	7	1	0	16	193	3	0	1	2.82103e+06
3952	0	7	2	0	16	193	3	0	1	6.26324e+06
3952	0	8	1	0	16	193	3	0	1	1.43727e+06
3952	0	8	2	0	16	193	3	0	1	2.82103e+06
3952	0	9	1	0	16	193	3	0	1	801389
3952	0	9	2	0	16	193	3	0	1	1.43727e+06
3952	0	10	1	0	16	193	3	0	1	478706
3952	0	10	2	0	16	193	3	0	1	801389
3952	0	11	1	0	16	193	3	0	1	12.6725
3952	0	11	2	0	16	193	3	0	1	12.6974
4008	0	3	1	0	16	193	0	1	1	3.44867e+08
4008	0	3	2	0	16	193	0	1	1	7.15411e+09
4008	0	4	1	0	16	193	0	1	1	5.8521e+07
4008	0	4	2	0	16	193	0	1	1	3.44867e+08
4008	0	5	1	0	16	193	0	1	1	1.66245e+07
4008	0	5	2	0	16	193	0	1	1	5.8521e+07
4008	0	6	1	0	16	193	0	1	1	6.26324e+06
4008	0	6	2	0	16	193	0	1	1	1.66245e+07
4008	0	7	1	0	16	193	0	1	1	2.82103e+06
4008	0	7	2	0	16	193	0	1	1	6.26324e+06
4008	0	8	1	0	16	193	0	1	1	1.43727e+06
4008	0	8	2	0	16	193	0	1	1	2.82103e+06
4008	0	9	1	0	16	193	0	1	1	801389
4008	0	9	2	0	16	193	0	1	1	1.43727e+06
4008	0	10	1	0	16	193	0	1	1	478706
4008	0	10	2	0	16	193	0	1	1	801389
4008	0	11	1	0	16	193	0	1	1	12.6725
4008	0	11	2	0	16	193	0	1	1	12.6974
4016	0	3	1	0	16	193	1	0	1	3.44867e+08
4016	0	3	2	0	16	193	1	0	1	7.15411e+09
4016	0	4	1	0	16	193	1	0	1	5.8521e+07
4016	0	4	2	0	16	193	1	0	1	3.44867e+08
4016	0	5	1	0	16	193	1	0	1	1.66245e+07
4016	0	5	2	0	16	193	1	0	1	5.8521e+07
4016	0	6	1	0	16	193	1	0	1	6.26324e+06
4016	0	6	2	0	16	193	1	0	1	1.66245e+07
4016	0	7	1	0	16	193	1	0	1	2.82103e+06
4016	0	7	2	0	16	193	1	0	1	6.26324e+06
4016	0	8	1	0	16	193	1	0	1	1.43727e+06
4016	0	8	2	0	16	193	1	0	1	2.82103e+06
4016	0	9	1	0	16	193	1	0	1	801389
4016	0	9	2	0	16	193	1	0	1	1.43727e+06
4016	0	10	1	0	16	193	1	0	1	478706
4016	0	10	2	0	16	193	1	0	1	801389
4016	0	11	1	0	16	193	1	0	1	12.6725
4016	0	11	2	0	16	193	1	0	1	12.6974
4024	0	3	1	0	16	193	2	0	1	3.44867e+08
4024	0	3	2	0	16	193	2	0	1	7.15411e+09
4024	0	4	1	0	16	193	2	0	1	5.8521e+07
4024	0	4	2	0	16	193	2	0	1	3.44867e+08
4024	0	5	1	0	16	193	2	0	1	1.66245e+07
4024	0	5	2	0	16	193	2	0	1	5.8521e+07
4024	0	6	1	0	16	193	2	0	1	6.26324e+06
4024	0	6	2	0	16	193	2	0	1	1.66245e+07
4024	0	7	1	0	16	193	2	0	1	2.82103e+06
4024	0	7	2	0	16	193	2	0	1	6.26324e+06
4024	0	8	1	0	16	193	2	0	1	1.43727e+06
4024	0	8	2	0	16	193	2	0	1	2.82103e+06
4024	0	9	1	0	16	193	2	0	1	801389
4024	0	9	2	0	16	193	2	0	1	1.43727e+06
4024	0	10	1	0	16	193	2	0	1	478706
4024	0	10	2	0	16	193	2	0	1	801389
4024	0	11	1	0	16	193	2	0	1	12.6725
4024	0	11	2	0	16	193	2	0	1	12.6974
4032	0	3	1	0	16	193	3	0	1	3.44867e+08
4032	0	3	2	0	16	193	3	0	1	7.15411e+09
4032	0	4	1	0	16	193	3	0	1	5.8521e+07
4032	0	4	2	0	16	193	3	0	1	3.44867e+08
4032	0	5	1	0	16	193	3	0	1	1.66245e+07
4032	0	5	2	0	16	193	3	0	1	5.8521e+07
4032	0	6	1	0	16	193	3	0	1	6.26324e+06
4032	0	6	2	0	16	193	3	0	1	1.66245e+07
4032	0	7	1	0	16	193	3	0	1	2.82103e+06
4032	0	7	2	0	16	193	3	0	1	6.26324e+06
4032	0	8	1	0	16	193	3	0	1	1.43727e+06
4032	0	8	2	0	16	193	3	0	1	2.82103e+06
4032	0	9	1	0	16	193	3	0	1	801389
4032	0	9	2	0	16	193	3	0	1	1.43727e+06
4032	0	10	1	0	16	193	3	0	1	478706
4032	0	10	2	0	16	193	3	0	1	801389
4032	0	11	1	0	16	193	3	0	1	12.6725
4032	0	11	2	0	16	193	3	0	1	12.6974
4048	0	3	1	0	16	193	0	1	1	3.44867e+08
4048	0	3	2	0	16	193	0	1	1	7.15411e+09
4048	0	4	1	0	16	193	0	1	1	5.8521e+07
4048	0	4	2	0	16	193	0	1	1	3.44867e+08
4048	0	5	1	0	16	193	0	1	1	1.66245e+07
4048	0	5	2	0	16	193	0	1	1	5.8521e+07
4048	0	6	1	0	16	193	0	1	1	6.26324e+06
4048	0	6	2	0	16	193	0	1	1	1.66245e+07
4048	0	7	1	0	16	193	0	1	1	2.82103e+06
4048	0	7	2	0	16	193	0	1	1	6.26324e+06
4048	0	8	1	0	16	193	0	1	1	1.43727e+06
4048	0	8	2	0	16	193	0	1	1	2.82103e+06
4048	0	9	1	0	16	193	0	1	1	801389
4048	0	9	2	0	16	193	0	1	1	1.43727e+06
4048	0	10	1	0	16	193	0	1	1	478706
4048	0	10	2	0	16	193	0	1	1	801389
4048	0	11	1	0	16	193	0	1	1	12.6725
4048	0	11	2	0	16	193	0	1	1	12.6974
4056	0	3	1	0	16	193	1	0	1	3.44867e+08
4056	0	3	2	0	16	193	1	0	1	7.15411e+09
4056	0	4	1	0	16	193	1	0	1	5.8521e+07
4056	0	4	2	0	16	193	1	0	1	3.44867e+08
4056	0	5	1	0	16	193	1	0	1	1.66245e+07
4056	0	5	2	0	16	193	1	0	1	5.8521e+07
4056	0	6	1	0	16	193	1	0	1	6.26324e+06
4056	0	6	2	0	16	193	1	0	1	1.66245e+07
4056	0	7	1	0	16	193	1	0	1	2.82103e+06
4056	0	7	2	0	16	193	1	0	1	6.26324e+06
4056	0	8	1	0	16	193	1	0	1	1.43727e+06
4056	0	8	2	0	16	193	1	0	1	2.82103e+06
4056	0	9	1	0	16	193	1	0	1	801389
4056	0	9	2	0	16	193	1	0	1	1.43727e+06
4056	0	10	1	0	16	193	1	0	1	478706
4056	0	10	2	0	16	193	1	0	1	801389
4056	0	11	1	0	16	193	1	0	1	12.6725
4056	0	11	2	0	16	193	1	0	1	12.6974
4064	0	3	1	0	16	193	2	0	1	3.44867e+08
4064	0	3	2	0	16	193	2	0	1	7.15411e+09
4064	0	4	1	0	16	193	2	0	1	5.8521e+07
4064	0	4	2	0	16	193	2	0	1	3.44867e+08
4064	0	5	1	0	16	193	2	0	1	1.66245e+07
4064	0	5	2	0	16	193	2	0	1	5.8521e+07
4064	0	6	1	0	16	193	2	0	1	6.26324e+06
4064	0	6	2	0	16	193	2	0	1	1.66245e+07
4064	0	7	1	0	16	193	2	0	1	2.82103e+06
4064	0	7	2	0	16	193	2	0	1	6.26324e+06
4064	0	8	1	0	16	193	2	0	1	1.43727e+06
4064	0	8	2	0	16	193	2	0	1	2.82103e+06
4064	0	9	1	0	16	193	2	0	1	801389
4064	0	9	2	0	16	193	2	0	1	1.43727e+06
4064	0	10	1	0	16	193	2	0	1	478706
4064	0	10	2	0	16	193	2	0	1	801389
4064	0	11	1	0	16	193	2	0	1	12.6725
4064	0	11	2	0	16	193	2	0	1	12.6974
4072	0	3	1	0	16	193	3	0	1	3.44867e+08
4072	0	3	2	0	16	193	3	0	1	7.15411e+09
4072	0	4	1	0	16	193	3	0	1	5.8521e+07
4072	0	4	2	0	16	193	3	0	1	3.44867e+08
4072	0	5	1	0	16	193	3	0	1	1.66245e+07
4072	0	5	2	0	16	193	3	0	1	5.8521e+07
4072	0	6	1	0	16	193	3	0	1	6.26324e+06
4072	0	6	2	0	16	193	3	0	1	1.66245e+07
4072	0	7	1	0	16	193	3	0	1	2.82103e+06
4072	0	7	2	0	16	193	3	0	1	6.26324e+06
4072	0	8	1	0	16	193	3	0	1	1.43727e+06
4072	0	8	2	0	16	193	3	0	1	2.82103e+06
4072	0	9	1	0	16	193	3	0	1	801389
4072	0	9	2	0	16	193	3	0	1	1.43727e+06
4072	0	10	1	0	16	193	3	0	1	478706
4072	0	10	2	0	16	193	3	0	1	801389
4072	0	11	1	0	16	193	3	0	1	12.6725
4072	0	11	2	0	16	193	3	0	1	12.6974
4128	0	3	1	0	16	193	0	1	1	3.44867e+08
4128	0	3	2	0	16	193	0	1	1	7.15411e+09
4128	0	4	1	0	16	193	0	1	1	5.8521e+07
4128	0	4	2	0	16	193	0	1	1	3.44867e+08
4128	0	5	1	0	16	193	0	1	1	1.66245e+07
4128	0	5	2	0	16	193	0	1	1	5.8521e+07
4128	0	6	1	0	16	193	0	1	1	6.26324e+06
4128	0	6	2	0	16	193	0	1	1	1.66245e+07
4128	0	7	1	0	16	193	0	1	1	2.82103e+06
4128	0	7	2	0	16	193	0	1	1	6.26324e+06
4128	0	8	1	0	16	193	0	1	1	1.43727e+06
4128	0	8	2	0	16	193	0	1	1	2.82103e+06
4128	0	9	1	0	16	193	0	1	1	801389
4128	0	9	2	0	16	193	0	1	1	1.43727e+06
4128	0	10	1	0	16	193	0	1	1	478706
4128	0	10	2	0	16	193	0	1	1	801389
4128	0	11	1	0	16	193	0	1	1	12.6725
4128	0	11	2	0	16	193	0	1	1	12.6974
4136	0	3	1	0	16	193	1	0	1	3.44867e+08
4136	0	3	2	0	16	193	1	0	1	7.15411e+09
4136	0	4	1	0	16	193	1	0	1	5.8521e+07
4136	0	4	2	0	16	193	1	0	1	3.44867e+08
4136	0	5	1	0	16	193	1	0	1	1.66245e+07
4136	0	5	2	0	16	193	1	0	1	5.8521e+07
4136	0	6	1	0	16	193	1	0	1	6.26324e+06
4136	0	6	2	0	16	193	1	0	1	1.66245e+07
4136	0	7	1	0	16	193	1	0	1	2.82103e+06
4136	0	7	2	0	16	193	1	0	1	6.26324e+06
4136	0	8	1	0	16	193	1	0	1	1.43727e+06
4136	0	8	2	0	16	193	1	0	1	2.82103e+06
4136	0	9	1	0	16	193	1	0	1	801389
4136	0	9	2	0	16	193	1	0	1	1.43727e+06
4136	0	10	1	0	16	193	1	0	1	478706
4136	0	10	2	0	16	193	1	0	1	801389
4136	0	11	1	0	16	193	1	0	1	12.6725
4136	0	11	2	0	16	193	1	0	1	12.6974
4144	0	3	1	0	16	193	2	0	1	3.44867e+08
4144	0	3	2	0	16	193	2	0	1	7.15411e+09
4144	0	4	1	0	16	193	2	0	1	5.8521e+07
4144	0	4	2	0	16	193	2	0	1	3.44867e+08
4144	0	5	1	0	16	193	2	0	1	1.66245e+07
4144	0	5	2	0	16	193	2	0	1	5.8521e+07
4144	0	6	1	0	16	193	2	0	1	6.26324e+06
4144	0	6	2	0	16	193	2	0	1	1.66245e+07
4144	0	7	1	0	16	193	2	0	1	2.82103e+06
4144	0	7	2	0	16	193	2	0	1	6.26324e+06
4144	0	8	1	0	16	193	2	0	1	1.43727e+06
4144	0	8	2	0	16	193	2	0	1	2.82103e+06
4144	0	9	1	0	16	193	2	0	1	801389
4144	0	9	2	0	16	193	2	0	1	1.43727e+06
4144	0	10	1	0	16	193	2	0	1	478706
4144	0	10	2	0	16	193	2	0	1	801389
4144	0	11	1	0	16	193	2	0	1	12.6725
4144	0	11	2	0	16	193	2	0	1	12.6974
4152	0	3	1	0	16	193	3	0	1	3.44867e+08
4152	0	3	2	0	16	193	3	0	1	7.15411e+09
4152	0	4	1	0	16	193	3	0	1	5.8521e+07
4152	0	4	2	0	16	193	3	0	1	3.44867e+08
4152	0	5	1	0	16	193	3	0	1	1.66245e+07
4152	0	5	2	0	16	193	3	0	1	5.8521e+07
4152	0	6	1	0	16	193	3	0	1	6.26324e+06
4152	0	6	2	0	16	193	3	0	1	1.66245e+07
4152	0	7	1	0	16	193	3	0	1	2.82103e+06
4152	0	7	2	0	16	193	3	0	1	6.26324e+06
4152	0	8	1	0	16	193	3	0	1	1.43727e+06
4152	0	8	2	0	16	193	3	0	1	2.82103e+06
4152	0	9	1	0	16	193	3	0	1	801389
4152	0	9	2	0	16	193	3	0	1	1.43727e+06
4152	0	10	1	0	16	193	3	0	1	478706
4152	0	10	2	0	16	193	3	0	1	801389
4152	0	11	1	0	16	193	3	0	1	12.6725
4152	0	11	2	0	16	193	3	0	1	12.6974
4208	0	3	1	0	16	193	0	1	1	3.44867e+08
4208	0	3	2	0	16	193	0	1	1	7.15411e+09
4208	0	4	1	0	16	193	0	1	1	5.8521e+07
4208	0	4	2	0	16	193	0	1	1	3.44867e+08
4208	0	5	1	0	16	193	0	1	1	1.66245e+07
4208	0	5	2	0	16	193	0	1	1	5.8521e+07
4208	0	6	1	0	16	193	0	1	1	6.26324e+06
4208	0	6	2	0	16	193	0	1	1	1.66245e+07
4208	0	7	1	0	16	193	0	1	1	2.82103e+06
4208	0	7	2	0	16	193	0	1	1	6.26324e+06
4208	0	8	1	0	16	193	0	1	1	1.43727e+06
4208	0	8	2	0	16	193	0	1	1	2.82103e+06
4208	0	9	1	0	16	193	0	1	1	801389
4208	0	9	2	0	16	193	0	1	1	1.43727e+06
4208	0	10	1	0	16	193	0	1	1	478706
4208	0	10	2	0	16	193	0	1	1	801389
4208	0	11	1	0	16	193	0	1	1	12.6725
4208	0	11	2	0	16	193	0	1	1	12.6974
4216	0	3	1	0	16	193	1	0	1	3.44867e+08
4216	0	3	2	0	16	193	1	0	1	7.15411e+09
4216	0	4	1	0	16	193	1	0	1	5.8521e+07
4216	0	4	2	0	16	193	1	0	1	3.44867e+08
4216	0	5	1	0	16	193	1	0	1	1.66245e+07
4216	0	5	2	0	16	193	1	0	1	5.8521e+07
4216	0	6	1	0	16	193	1	0	1	6.26324e+06
4216	0	6	2	0	16	193	1	0	1	1.66245e+07
4216	0	7	1	0	16	193	1	0	1	2.82103e+06
4216	0	7	2	0	16	193	1	0	1	6.26324e+06
4216	0	8	1	0	16	193	1	0	1	1.43727e+06
4216	0	8	2	0	16	193	1	0	1	2.82103e+06
4216	0	9	1	0	16	193	1	0	1	801389
4216	0	9	2	0	16	193	1	0	1	1.43727e+06
4216	0	10	1	0	16	193	1	0	1	478706
4216	0	10	2	0	16	193	1	0	1	801389
4216	0	11	1	0	16	193	1	0	1	12.6725
4216	0	11	2	0	16	193	1	0	1	12.6974
4224	0	3	1	0	16	193	2	0	1	3.44867e+08
4224	0	3	2	0	16	193	2	0	1	7.15411e+09
4224	0	4	1	0	16	193	2	0	1	5.8521e+07
4224	0	4	2	0	16	193	2	0	1	3.44867e+08
4224	0	5	1	0	16	193	2	0	1	1.66245e+07
4224	0	5	2	0	16	193	2	0	1	5.8521e+07
4224	0	6	1	0	16	193	2	0	1	6.26324e+06
4224	0	6	2	0	16	193	2	0	1	1.66245e+07
4224	0	7	1	0	16	193	2	0	1	2.82103e+06
4224	0	7	2	0	16	193	2	0	1	6.26324e+06
4224	0	8	1	0	16	193	2	0	1	1.43727e+06
4224	0	8	2	0	16	193	2	0	1	2.82103e+06
4224	0	9	1	0	16	193	2	0	1	801389
4224	0	9	2	0	16	193	2	0	1	1.43727e+06
4224	0	10	1	0	16	193	2	0	1	478706
4224	0	10	2	0	16	193	2	0	1	801389
4224	0	11	1	0	16	193	2	0	1	12.6725
4224	0	11	2	0	16	193	2	0	1	12.6974
4232	0	3	1	0	16	193	3	0	1	3.44867e+08
4232	0	3	2	0	16	193	3	0	1	7.15411e+09
4232	0	4	1	0	16	193	3	0	1	5.8521e+07
4232	0	4	2	0	16	193	3	0	1	3.44867e+08
