% time	cellId	IMSI	RNTI	frame	sframe	resPscch	pscchFr1	pscchSf1	pscchFr2	pscchSf2	mcs	TBS	psschRB	psschLen	psschItrp
4436	0	5	5	445	1	112	445	1	445	2	16	193	8	5	0
4436	0	6	6	445	1	42	445	1	445	3	16	193	2	5	0
4436	0	7	7	445	1	59	445	4	445	5	16	193	14	5	0
4436	0	8	8	445	1	73	445	2	445	5	16	193	4	5	0
4436	0	9	9	445	1	150	445	4	445	7	16	193	40	5	0
4436	0	10	10	445	1	73	445	2	445	5	16	193	2	5	0
4436	0	11	11	445	1	138	445	3	445	7	16	193	17	5	0
4516	0	1	1	453	1	92	453	2	453	5	16	193	41	5	0
4516	0	2	2	453	1	6	453	7	453	8	16	193	45	5	0
4516	0	3	3	453	1	96	453	1	453	7	16	193	14	5	0
4516	0	4	4	453	1	169	453	2	453	3	16	193	7	5	0
4516	0	5	5	453	1	113	453	2	453	3	16	193	9	5	0
4516	0	6	6	453	1	65	453	2	453	4	16	193	18	5	0
4516	0	7	7	453	1	30	453	3	453	7	16	193	39	5	0
4516	0	8	8	453	1	99	453	2	453	4	16	193	2	5	0
4516	0	9	9	453	1	173	453	6	453	7	16	193	21	5	0
4516	0	10	10	453	1	127	453	2	453	8	16	193	7	5	0
4516	0	11	11	453	1	162	453	2	453	3	16	193	30	5	0
4596	0	1	1	461	1	132	461	5	461	8	16	193	33	5	0
4596	0	2	2	461	1	104	461	1	461	8	16	193	43	5	0
4596	0	3	3	461	1	28	461	1	461	5	16	193	43	5	0
4596	0	4	4	461	1	18	461	3	461	6	16	193	26	5	0
4596	0	5	5	461	1	137	461	2	461	6	16	193	5	5	0
4596	0	6	6	461	1	43	461	2	461	4	16	193	36	5	0
4596	0	7	7	461	1	29	461	2	461	6	16	193	35	5	0
4596	0	8	8	461	1	170	461	3	461	4	16	193	20	5	0
4596	0	9	9	461	1	62	461	7	461	8	16	193	39	5	0
4596	0	10	10	461	1	162	461	2	461	3	16	193	4	5	0
4596	0	11	11	461	1	131	461	4	461	7	16	193	34	5	0
4636	0	1	1	465	1	49	465	1	465	2	16	193	36	5	0
4636	0	2	2	465	1	86	465	3	465	7	16	193	8	5	0
4636	0	3	3	465	1	112	465	1	465	2	16	193	4	5	0
4636	0	4	4	465	1	40	465	1	465	7	16	193	13	5	0
4636	0	5	5	465	1	130	465	3	465	6	16	193	19	5	0
4636	0	6	6	465	1	152	465	1	465	7	16	193	14	5	0
4636	0	7	7	465	1	43	465	2	465	4	16	193	28	5	0
4636	0	8	8	465	1	175	465	1	465	8	16	193	13	5	0
4636	0	9	9	465	1	17	465	2	465	5	16	193	34	5	0
4636	0	10	10	465	1	27	465	4	465	8	16	193	3	5	0
4636	0	11	11	465	1	93	465	3	465	6	16	193	19	5	0
4716	0	1	1	473	1	21	473	1	473	6	16	193	8	5	0
4716	0	2	2	473	1	143	473	4	473	8	16	193	18	5	0
4716	0	3	3	473	1	112	473	1	473	2	16	193	29	5	0
4716	0	4	4	473	1	61	473	6	473	7	16	193	27	5	0
4716	0	5	5	473	1	7	473	1	473	8	16	193	20	5	0
4716	0	6	6	473	1	86	473	3	473	7	16	193	35	5	0
4716	0	7	7	473	1	4	473	5	473	6	16	193	15	5	0
4716	0	8	8	473	1	143	473	4	473	8	16	193	40	5	0
4716	0	9	9	473	1	33	473	2	473	7	16	193	24	5	0
4716	0	10	10	473	1	102	473	5	473	7	16	193	7	5	0
4716	0	11	11	473	1	67	473	4	473	6	16	193	18	5	0
4756	0	1	1	477	1	116	477	5	477	6	16	193	2	5	0
4756	0	2	2	477	1	34	477	3	477	8	16	193	39	5	0
4756	0	3	3	477	1	168	477	1	477	2	16	193	0	5	0
4756	0	4	4	477	1	126	477	1	477	7	16	193	40	5	0
4756	0	5	5	477	1	116	477	5	477	6	16	193	35	5	0
4756	0	6	6	477	1	39	477	5	477	8	16	193	13	5	0
4756	0	7	7	477	1	99	477	2	477	4	16	193	39	5	0
4756	0	8	8	477	1	119	477	1	477	8	16	193	1	5	0
4756	0	9	9	477	1	26	477	3	477	7	16	193	11	5	0
4756	0	10	10	477	1	173	477	6	477	7	16	193	35	5	0
4756	0	11	11	477	1	131	477	4	477	7	16	193	34	5	0
4836	0	1	1	485	1	143	485	4	485	8	16	193	26	5	0
4836	0	2	2	485	1	152	485	1	485	7	16	193	37	5	0
4836	0	3	3	485	1	174	485	7	485	8	16	193	34	5	0
4836	0	4	4	485	1	124	485	5	485	7	16	193	13	5	0
4836	0	5	5	485	1	162	485	2	485	3	16	193	33	5	0
4836	0	6	6	485	1	50	485	2	485	3	16	193	27	5	0
4836	0	7	7	485	1	12	485	5	485	7	16	193	45	5	0
4836	0	8	8	485	1	16	485	1	485	4	16	193	15	5	0
4836	0	9	9	485	1	80	485	1	485	5	16	193	2	5	0
4836	0	10	10	485	1	116	485	5	485	6	16	193	21	5	0
4836	0	11	11	485	1	13	485	6	485	8	16	193	10	5	0
4916	0	1	1	493	1	62	493	7	493	8	16	193	9	5	0
4916	0	2	2	493	1	95	493	5	493	8	16	193	32	5	0
4916	0	3	3	493	1	54	493	6	493	7	16	193	33	5	0
4916	0	4	4	493	1	112	493	1	493	2	16	193	43	5	0
4916	0	5	5	493	1	147	493	1	493	4	16	193	3	5	0
4916	0	6	6	493	1	131	493	4	493	7	16	193	43	5	0
4916	0	7	7	493	1	150	493	4	493	7	16	193	16	5	0
4916	0	8	8	493	1	1	493	2	493	3	16	193	12	5	0
4916	0	9	9	493	1	21	493	1	493	6	16	193	10	5	0
4916	0	10	10	493	1	15	493	2	493	8	16	193	39	5	0
4916	0	11	11	493	1	153	493	2	493	8	16	193	0	5	0
4956	0	1	1	497	1	50	497	2	497	3	16	193	1	5	0
4956	0	2	2	497	1	61	497	6	497	7	16	193	0	5	0
4956	0	3	3	497	1	88	497	1	497	6	16	193	0	5	0
4956	0	4	4	497	1	71	497	2	497	8	16	193	32	5	0
4956	0	5	5	497	1	156	497	3	497	5	16	193	41	5	0
4956	0	6	6	497	1	11	497	4	497	6	16	193	13	5	0
4956	0	7	7	497	1	131	497	4	497	7	16	193	7	5	0
4956	0	8	8	497	1	97	497	2	497	8	16	193	22	5	0
4956	0	9	9	497	1	119	497	1	497	8	16	193	33	5	0
4956	0	10	10	497	1	162	497	2	497	3	16	193	4	5	0
4956	0	11	11	497	1	51	497	3	497	4	16	193	33	5	0
