Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
10.5689	f1.0	3	1	FullDelay	0.241123	241123	1	2
14.6889	f2.0	4	3	FullDelay	0.222434	222434	1	2
14.7289	f6.0	8	1	FullDelay	0.230214	230214	1	2
15.0089	f5.0	7	3	FullDelay	0.237112	237112	1	2
15.0489	f1.0	3	5	FullDelay	0.242917	242917	1	2
15.2889	f6.0	8	2	FullDelay	0.246788	246788	1	2
15.5289	f5.0	7	4	FullDelay	0.217014	217014	1	2
20.4889	f7.0	9	2	FullDelay	0.213827	213827	1	2
20.6889	f8.0	10	1	FullDelay	0.291879	291879	1	2
21.2489	f7.0	9	3	FullDelay	0.213046	213046	1	2
21.5689	f8.0	10	2	FullDelay	0.237437	237437	1	2
23.0089	f3.0	5	8	FullDelay	0.675743	675743	1	3
23.4889	f8.0	10	4	FullDelay	0.215372	215372	1	2
23.6889	f7.0	9	5	FullDelay	0.33859	338590	1	2
23.7289	f3.0	5	9	FullDelay	0.62435	624350	1	3
24.4489	f7.0	9	6	FullDelay	0.213805	213805	1	2
24.4489	f2.0	4	11	FullDelay	0.782211	782211	1	3
24.6489	f8.0	10	5	FullDelay	0.311407	311407	1	2
25.7289	f2.0	4	12	FullDelay	0.66268	662680	1	2
26.0889	f6.0	8	11	FullDelay	0.373787	373787	1	2
26.0889	f4.0	6	13	FullDelay	0.469254	469254	1	2
26.5289	f8.0	10	7	FullDelay	0.220724	220724	1	2
26.7289	f7.0	9	8	FullDelay	0.321613	321613	1	2
27.7689	f6.0	8	13	FullDelay	0.246296	246296	1	2
28.3289	f3.0	5	13	FullDelay	0.70557	705570	1	2
29.5689	f6.0	8	15	FullDelay	0.217833	217833	1	2
32.3289	f8.0	10	12	FullDelay	0.221638	221638	1	2
32.5289	f7.0	9	13	FullDelay	0.292549	292549	1	2
35.0969	f8.0	10	14	FullDelay	0.601129	601129	1	3
35.4089	f8.0	10	15	FullDelay	0.271992	271992	1	2
35.9289	f7.0	9	16	FullDelay	0.245244	245244	1	2
36.4089	f8.0	10	16	FullDelay	0.229459	229459	1	2
36.6089	f7.0	9	17	FullDelay	0.306865	306865	1	2
37.3689	f7.0	9	18	FullDelay	0.249487	249487	1	2
37.5689	f8.0	10	17	FullDelay	0.27515	275150	1	2
37.8089	f8.1	14	3	FullDelay	0.323278	323278	1	2
38.4089	f7.0	9	19	FullDelay	0.225631	225631	1	2
38.6089	f8.0	10	18	FullDelay	0.298961	298961	1	2
38.7689	f8.1	14	4	FullDelay	0.274161	274161	1	2
39.4089	f7.0	9	20	FullDelay	0.237609	237609	1	2
39.6089	f8.0	10	19	FullDelay	0.264864	264864	1	2
40.2489	f8.0	10	20	FullDelay	0.224388	224388	1	2
40.4489	f7.0	9	21	FullDelay	0.314687	314687	1	2
41.3689	f7.0	9	22	FullDelay	0.251887	251887	1	2
41.5689	f8.0	10	21	FullDelay	0.2603	260300	1	2
42.4489	f8.0	10	22	FullDelay	0.242811	242811	1	2
42.6489	f7.0	9	23	FullDelay	0.35079	350790	1	2
43.6889	f8.0	10	23	FullDelay	0.238985	238985	1	2
43.7449	f6.1	13	9	FullDelay	0.24628	246280	1	2
44.4089	f7.0	9	25	FullDelay	0.292069	292069	1	2
44.7689	f8.0	10	24	FullDelay	0.276427	276427	1	2
46.4489	f8.0	10	25	FullDelay	0.956992	956992	1	4
46.7689	f8.1	14	11	FullDelay	0.273444	273444	1	2
48.1289	f7.0	9	28	FullDelay	0.648516	648516	1	4
48.8889	f8.1	14	13	FullDelay	0.246957	246957	1	2
49.6489	f8.1	14	14	FullDelay	0.471583	471583	1	2
50.7689	f7.0	9	31	FullDelay	0.290578	290578	1	2
50.9689	f8.0	10	29	FullDelay	0.296533	296533	1	2
51.3289	f7.0	9	32	FullDelay	0.251834	251834	1	2
52.0489	f8.0	10	30	FullDelay	0.60286	602860	1	2
52.6089	f8.0	10	31	FullDelay	0.270303	270303	1	2
53.4889	f6.2	20	2	FullDelay	0.247334	247334	1	2
53.7289	f8.0	10	32	FullDelay	0.233401	233401	1	2
53.8889	f5.1	19	3	FullDelay	0.245999	245999	1	2
53.9289	f7.0	9	34	FullDelay	0.248605	248605	1	2
54.4089	f7.0	9	35	FullDelay	0.4089	408900	1	3
56.2489	f8.1	14	20	FullDelay	0.231439	231439	1	2
57.8889	f8.1	14	21	FullDelay	0.687136	687136	1	3
63.2569	f4.2	18	9	FullDelay	0.55369	553690	1	2
64.3129	f2.2	16	10	FullDelay	0.534362	534362	1	2
64.9689	f6.2	20	11	FullDelay	0.947707	947707	1	3
65.9689	f4.2	18	11	FullDelay	0.446365	446365	1	3
66.2489	f3.1	17	12	FullDelay	0.644748	644748	1	2
66.8889	f2.2	16	12	FullDelay	0.27285	272850	1	2
68.2089	f4.2	18	13	FullDelay	0.557099	557099	1	4
92.4089	f3.2	29	1	FullDelay	0.282294	282294	1	2
94.6489	f2.4	28	3	FullDelay	0.237132	237132	1	2
95.5289	f2.4	28	4	FullDelay	0.219841	219841	1	2
95.7289	f3.2	29	4	FullDelay	0.220009	220009	1	2
95.9289	f4.4	30	2	FullDelay	0.235888	235888	1	2
96.1289	f1.2	27	5	FullDelay	0.251352	251352	1	2
96.6489	f4.4	30	3	FullDelay	0.563524	563524	1	2
100.217	f2.4	28	8	FullDelay	0.593071	593071	1	3
101.225	f3.2	29	9	FullDelay	0.643657	643657	1	3
101.969	f2.4	28	9	FullDelay	0.714928	714928	1	3
102.489	f1.2	27	11	FullDelay	0.483372	483372	1	2
102.697	f3.2	29	10	FullDelay	0.254854	254854	1	2
103.209	f4.4	30	9	FullDelay	0.250606	250606	1	2
103.289	f6.4	32	11	FullDelay	0.373378	373378	1	2
103.449	f3.2	29	11	FullDelay	0.244237	244237	1	2
103.649	f4.4	30	10	FullDelay	0.268624	268624	1	2
103.969	f2.4	28	11	FullDelay	0.276003	276003	1	2
104.769	f6.4	32	12	FullDelay	0.354728	354728	1	2
105.129	f1.2	27	13	FullDelay	0.549545	549545	1	2
106.089	f2.4	28	13	FullDelay	0.853165	853165	1	2
106.689	f3.2	29	14	FullDelay	0.240195	240195	1	2
107.329	f3.2	29	15	FullDelay	0.263407	263407	1	2
107.529	f6.4	32	14	FullDelay	0.904877	904877	1	4
107.929	f5.2	31	13	FullDelay	0.683902	683902	1	2
108.649	f4.4	30	14	FullDelay	0.628928	628928	1	3
111.009	f7.2	33	9	FullDelay	0.53976	539760	1	3
121.193	f4.5	36	9	FullDelay	0.527053	527053	1	2
121.665	f4.5	36	10	FullDelay	0.243624	243624	1	2
122.137	f6.5	37	10	FullDelay	0.318098	318098	1	2
122.377	f4.5	36	11	FullDelay	0.224184	224184	1	2
123.889	f6.5	37	11	FullDelay	0.494126	494126	1	2
125.049	f4.5	36	13	FullDelay	0.840753	840753	1	2
125.209	f6.5	37	12	FullDelay	0.755708	755708	1	3
125.689	f6.5	37	13	FullDelay	0.216354	216354	1	2
125.849	f4.5	36	14	FullDelay	0.404442	404442	1	2
131.489	f4.6	42	1	FullDelay	0.224528	224528	1	2
133.897	f2.6	40	3	FullDelay	0.528078	528078	1	3
134.649	f2.6	40	4	FullDelay	0.56494	564940	1	2
135.049	f3.3	41	3	FullDelay	0.238215	238215	1	2
135.249	f4.6	42	4	FullDelay	0.356737	356737	1	2
136.969	f3.3	41	5	FullDelay	0.535161	535161	1	2
138.649	f4.6	42	7	FullDelay	0.960979	960979	1	4
138.889	f3.3	41	7	FullDelay	0.281317	281317	1	2
140.457	f2.6	40	9	FullDelay	0.365282	365282	1	2
141.249	f1.3	39	9	FullDelay	0.265153	265153	1	2
141.649	f7.3	45	4	FullDelay	0.221479	221479	1	2
142.009	f8.6	46	3	FullDelay	0.247899	247899	1	2
142.009	f2.6	40	10	FullDelay	0.599648	599648	1	2
