Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
10.7289	f1.0	3	1	FullDelay	0.243663	243663	1	2
11.2889	f1.0	3	2	FullDelay	0.245225	245225	1	2
11.5689	f2.0	4	1	FullDelay	0.22672	226720	1	2
14.2489	f6.0	8	1	FullDelay	0.23396	233960	1	2
14.7289	f5.0	7	3	FullDelay	0.216675	216675	1	2
14.8889	f2.0	4	4	FullDelay	0.226605	226605	1	2
15.0889	f1.0	3	5	FullDelay	0.302144	302144	1	2
15.3689	f6.0	8	2	FullDelay	0.219359	219359	1	2
15.5689	f5.0	7	4	FullDelay	0.336707	336707	1	2
17.8089	f6.0	8	4	FullDelay	0.244148	244148	1	2
18.3689	f6.0	8	5	FullDelay	0.22255	222550	1	2
20.4889	f7.0	9	2	FullDelay	0.236853	236853	1	2
20.6889	f8.0	10	1	FullDelay	0.257072	257072	1	2
21.4089	f7.0	9	3	FullDelay	0.22853	228530	1	2
21.7289	f8.0	10	2	FullDelay	0.231427	231427	1	2
22.2889	f8.0	10	3	FullDelay	0.250897	250897	1	2
22.6889	f2.0	4	11	FullDelay	0.257869	257869	1	2
22.8889	f1.0	3	12	FullDelay	0.290172	290172	1	2
23.3289	f8.0	10	4	FullDelay	0.227017	227017	1	2
23.4489	f3.0	5	8	FullDelay	0.775377	775377	1	3
23.7689	f7.0	9	5	FullDelay	0.228391	228391	1	2
24.0889	f1.0	3	13	FullDelay	0.741935	741935	1	3
24.0969	f2.0	4	12	FullDelay	0.720181	720181	1	3
24.2489	f8.0	10	5	FullDelay	0.224841	224841	1	2
24.4489	f7.0	9	6	FullDelay	0.266629	266629	1	2
25.6489	f1.0	3	14	FullDelay	0.275419	275419	1	2
26.9689	f3.0	5	11	FullDelay	0.457555	457555	1	2
27.5289	f3.0	5	12	FullDelay	0.212433	212433	1	2
28.5689	f3.0	5	13	FullDelay	0.257689	257689	1	2
29.2089	f8.0	10	9	FullDelay	0.256224	256224	1	2
33.1689	f8.0	10	13	FullDelay	0.218467	218467	1	2
33.4889	f8.0	10	14	FullDelay	0.235906	235906	1	2
33.6889	f7.0	9	14	FullDelay	0.26747	267470	1	2
37.4889	f8.0	10	17	FullDelay	0.701829	701829	1	2
40.1689	f7.0	9	20	FullDelay	0.233749	233749	1	2
40.4489	f7.0	9	21	FullDelay	0.228429	228429	1	2
41.0569	f8.0	10	20	FullDelay	0.385691	385691	1	3
45.1369	f6.1	13	10	FullDelay	0.394632	394632	1	2
47.8889	f7.0	9	27	FullDelay	0.624883	624883	1	3
52.3289	f6.2	20	1	FullDelay	0.237983	237983	1	2
52.7289	f5.1	19	2	FullDelay	0.231821	231821	1	2
54.8489	f6.2	20	3	FullDelay	0.220973	220973	1	2
55.0489	f5.1	19	4	FullDelay	0.359432	359432	1	2
61.0489	f4.2	18	7	FullDelay	0.719237	719237	1	3
61.9769	f3.1	17	9	FullDelay	0.37166	371660	1	2
62.1289	f4.2	18	8	FullDelay	0.798814	798814	1	3
63.1769	f1.1	15	8	FullDelay	0.61122	611220	1	3
63.9449	f6.2	20	11	FullDelay	0.692506	692506	1	4
64.7289	f6.2	20	12	FullDelay	0.726974	726974	1	2
65.4489	f6.2	20	13	FullDelay	0.393284	393284	1	3
65.9289	f2.2	16	11	FullDelay	0.634826	634826	1	3
66.4489	f2.2	16	12	FullDelay	0.290112	290112	1	2
66.4969	f1.1	15	11	FullDelay	0.8416	841600	1	2
67.2489	f4.2	18	13	FullDelay	0.266376	266376	1	2
67.8889	f1.1	15	12	FullDelay	0.644834	644834	1	3
72.4729	f8.2	22	11	FullDelay	0.449812	449812	1	2
73.1689	f7.1	21	15	FullDelay	0.715597	715597	1	3
73.4889	f7.1	21	16	FullDelay	0.277273	277273	1	2
73.8249	f8.2	22	12	FullDelay	0.449795	449795	1	2
74.3369	f8.2	22	13	FullDelay	0.225069	225069	1	2
74.6969	f7.1	21	17	FullDelay	0.359818	359818	1	2
75.4089	f2.3	23	3	FullDelay	0.523699	523699	1	3
76.0489	f7.1	21	18	FullDelay	0.556685	556685	1	2
77.6569	f8.3	26	1	FullDelay	0.656177	656177	1	3
78.0089	f7.1	21	20	FullDelay	0.655793	655793	1	3
78.5289	f8.2	22	16	FullDelay	0.849369	849369	1	2
78.8889	f7.1	21	21	FullDelay	0.466496	466496	1	2
79.7689	f8.2	22	17	FullDelay	0.33706	337060	1	2
80.6089	f8.2	22	18	FullDelay	0.470879	470879	1	2
80.7369	f6.3	25	9	FullDelay	0.240131	240131	1	2
80.7449	f2.3	23	8	FullDelay	0.240669	240669	1	2
83.8089	f6.3	25	12	FullDelay	0.37337	373370	1	3
84.3289	f8.2	22	21	FullDelay	0.535959	535959	1	2
84.3289	f2.3	23	11	FullDelay	0.655941	655941	1	2
85.0489	f6.3	25	13	FullDelay	0.792384	792384	1	3
85.4889	f8.2	22	22	FullDelay	0.252356	252356	1	2
86.2889	f8.2	22	23	FullDelay	0.214103	214103	1	2
87.4089	f2.3	23	14	FullDelay	0.676964	676964	1	2
87.7689	f8.2	22	24	FullDelay	0.57552	575520	1	3
88.6969	f8.3	26	10	FullDelay	0.659662	659662	1	4
88.9689	f8.2	22	25	FullDelay	0.701287	701287	1	2
90.8569	f8.3	26	12	FullDelay	0.637614	637614	1	2
91.4489	f1.2	27	1	FullDelay	0.216916	216916	1	2
91.6489	f2.4	28	1	FullDelay	0.30963	309630	1	2
91.7289	f8.3	26	13	FullDelay	0.396529	396529	1	3
92.6969	f8.3	26	14	FullDelay	0.258746	258746	1	2
92.8569	f3.2	29	1	FullDelay	0.552908	552908	1	3
93.5689	f2.4	28	3	FullDelay	0.239582	239582	1	2
93.6169	f8.3	26	15	FullDelay	0.280659	280659	1	2
93.7689	f3.2	29	2	FullDelay	0.278433	278433	1	2
93.7689	f1.2	27	3	FullDelay	0.295375	295375	1	2
94.2489	f8.3	26	16	FullDelay	0.218822	218822	1	2
94.4089	f2.4	28	4	FullDelay	0.244231	244231	1	2
94.6089	f1.2	27	4	FullDelay	0.302898	302898	1	2
95.5289	f8.3	26	17	FullDelay	0.226867	226867	1	2
