Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
10.4089	f1.0	3	1	FullDelay	0.248013	248013	1	2
13.4489	f2.0	4	2	FullDelay	0.266777	266777	1	2
13.8489	f1.0	3	4	FullDelay	0.230574	230574	1	2
14.2889	f6.0	8	1	FullDelay	0.226124	226124	1	2
14.3689	f2.0	4	3	FullDelay	0.234055	234055	1	2
14.6089	f1.0	3	5	FullDelay	0.235183	235183	1	2
14.9689	f5.0	7	3	FullDelay	0.247135	247135	1	2
15.4089	f6.0	8	2	FullDelay	0.251242	251242	1	2
15.6089	f5.0	7	4	FullDelay	0.244408	244408	1	2
16.3689	f2.0	4	5	FullDelay	0.23236	232360	1	2
16.5689	f1.0	3	7	FullDelay	0.340926	340926	1	2
17.4489	f2.0	4	6	FullDelay	0.212708	212708	1	2
17.6489	f1.0	3	8	FullDelay	0.345305	345305	1	2
18.2489	f2.0	4	7	FullDelay	0.22389	223890	1	2
18.5689	f1.0	3	9	FullDelay	0.224376	224376	1	2
19.4889	f2.0	4	8	FullDelay	0.252317	252317	1	2
19.6889	f1.0	3	10	FullDelay	0.342667	342667	1	2
20.4489	f1.0	3	11	FullDelay	0.230215	230215	1	2
20.6489	f2.0	4	9	FullDelay	0.274435	274435	1	2
21.2489	f2.0	4	10	FullDelay	0.215681	215681	1	2
21.4489	f1.0	3	12	FullDelay	0.23982	239820	1	2
22.3289	f2.0	4	11	FullDelay	0.244341	244341	1	2
22.5689	f1.0	3	13	FullDelay	0.302618	302618	1	2
24.0489	f1.0	3	14	FullDelay	0.828412	828412	1	2
24.9289	f1.0	3	15	FullDelay	0.853571	853571	1	2
25.3689	f1.0	3	16	FullDelay	0.269784	269784	1	2
25.5689	f7.0	9	6	FullDelay	0.251945	251945	1	2
26.2889	f7.0	9	7	FullDelay	0.217066	217066	1	2
26.2889	f3.0	5	11	FullDelay	0.496703	496703	1	2
26.4889	f8.0	10	6	FullDelay	0.248775	248775	1	2
26.8889	f1.0	3	17	FullDelay	0.433036	433036	1	3
27.0889	f5.0	7	14	FullDelay	0.205206	205206	1	2
27.9289	f3.0	5	12	FullDelay	0.544087	544087	1	2
28.3289	f6.0	8	13	FullDelay	0.212807	212807	1	2
28.9289	f5.0	7	16	FullDelay	0.498927	498927	1	2
31.1689	f8.0	10	10	FullDelay	0.477915	477915	1	2
31.4489	f8.0	10	11	FullDelay	0.262837	262837	1	2
32.1289	f7.0	9	12	FullDelay	0.234224	234224	1	2
32.3289	f8.0	10	12	FullDelay	0.307319	307319	1	2
35.6729	f7.0	9	15	FullDelay	0.430978	430978	1	3
36.4889	f8.0	10	15	FullDelay	0.655007	655007	1	3
38.0649	f8.1	14	3	FullDelay	0.61897	618970	1	2
38.4089	f8.0	10	17	FullDelay	0.226151	226151	1	2
38.9289	f7.0	9	18	FullDelay	0.221938	221938	1	2
39.5289	f8.0	10	18	FullDelay	0.213765	213765	1	2
46.7689	f7.0	9	25	FullDelay	0.30217	302170	1	2
47.8489	f8.0	10	25	FullDelay	0.2438	243800	1	2
48.4889	f8.0	10	26	FullDelay	0.218837	218837	1	2
