Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
10.6889	f1.0	3	1	FullDelay	0.247277	247277	1	2
11.3689	f2.0	4	1	FullDelay	0.251311	251311	1	2
11.5689	f1.0	3	2	FullDelay	0.287441	287441	1	2
13.6089	f2.0	4	3	FullDelay	0.233719	233719	1	2
13.8889	f1.0	3	4	FullDelay	0.223144	223144	1	2
14.5689	f6.0	8	1	FullDelay	0.248628	248628	1	2
14.6489	f2.0	4	4	FullDelay	0.231162	231162	1	2
14.8489	f1.0	3	5	FullDelay	0.349705	349705	1	2
14.8889	f5.0	7	3	FullDelay	0.230998	230998	1	2
15.2889	f6.0	8	2	FullDelay	0.238151	238151	1	2
15.7289	f5.0	7	4	FullDelay	0.242976	242976	1	2
16.3689	f6.0	8	3	FullDelay	0.232048	232048	1	2
16.3689	f2.0	4	6	FullDelay	0.248111	248111	1	2
16.6889	f1.0	3	7	FullDelay	0.229666	229666	1	2
16.7289	f5.0	7	5	FullDelay	0.236736	236736	1	2
17.2889	f6.0	8	4	FullDelay	0.231535	231535	1	2
17.6889	f5.0	7	6	FullDelay	0.239435	239435	1	2
18.4089	f5.0	7	7	FullDelay	0.242654	242654	1	2
18.4489	f2.0	4	8	FullDelay	0.240257	240257	1	2
18.6089	f6.0	8	5	FullDelay	0.310911	310911	1	2
18.6889	f1.0	3	9	FullDelay	0.218607	218607	1	2
20.5289	f7.0	9	2	FullDelay	0.219347	219347	1	2
20.5289	f1.0	3	11	FullDelay	0.234788	234788	1	2
20.7289	f8.0	10	1	FullDelay	0.277508	277508	1	2
20.7289	f2.0	4	10	FullDelay	0.328404	328404	1	2
21.2489	f2.0	4	11	FullDelay	0.230974	230974	1	2
21.5289	f1.0	3	12	FullDelay	0.22305	223050	1	2
21.7289	f5.0	7	10	FullDelay	0.231716	231716	1	2
21.9289	f6.0	8	8	FullDelay	0.290622	290622	1	2
22.4489	f5.0	7	11	FullDelay	0.218829	218829	1	2
22.5289	f1.0	3	13	FullDelay	0.218828	218828	1	2
22.6489	f6.0	8	9	FullDelay	0.247211	247211	1	2
23.4489	f6.0	8	10	FullDelay	0.214392	214392	1	2
23.6089	f1.0	3	14	FullDelay	0.240524	240524	1	2
23.9289	f2.0	4	13	FullDelay	0.327925	327925	1	2
25.0489	f1.0	3	15	FullDelay	0.759205	759205	1	3
25.2489	f5.0	7	13	FullDelay	0.575023	575023	1	2
26.0089	f2.0	4	15	FullDelay	0.772002	772002	1	4
26.4889	f3.0	5	11	FullDelay	0.232754	232754	1	2
26.7289	f7.0	9	7	FullDelay	0.237888	237888	1	2
27.3689	f2.0	4	16	FullDelay	0.884531	884531	1	3
27.8889	f1.0	3	18	FullDelay	0.423168	423168	1	3
28.4489	f6.0	8	14	FullDelay	0.676156	676156	1	2
28.4969	f3.0	5	13	FullDelay	0.241657	241657	1	2
29.5289	f6.0	8	15	FullDelay	0.245866	245866	1	2
31.0089	f8.0	10	10	FullDelay	0.229677	229677	1	2
31.2889	f7.0	9	11	FullDelay	0.236293	236293	1	2
33.0489	f7.0	9	13	FullDelay	0.481526	481526	1	2
33.4089	f7.0	9	14	FullDelay	0.292296	292296	1	2
33.9289	f8.0	10	13	FullDelay	0.239107	239107	1	2
34.4889	f8.0	10	14	FullDelay	0.264375	264375	1	2
34.8489	f7.0	9	15	FullDelay	0.389695	389695	1	3
35.5449	f8.1	14	1	FullDelay	0.485943	485943	1	2
37.0889	f7.0	9	17	FullDelay	0.819397	819397	1	3
39.0969	f8.1	14	4	FullDelay	0.236063	236063	1	2
40.7769	f8.1	14	6	FullDelay	0.246119	246119	1	2
45.9689	f8.0	10	24	FullDelay	0.279061	279061	1	2
48.1689	f7.0	9	27	FullDelay	0.275237	275237	1	2
48.6889	f8.0	10	27	FullDelay	0.248377	248377	1	2
49.5689	f7.0	9	28	FullDelay	0.219882	219882	1	2
60.1289	f3.1	17	7	FullDelay	0.840336	840336	1	4
60.9289	f3.1	17	8	FullDelay	0.580174	580174	1	3
61.2489	f6.2	20	8	FullDelay	0.674299	674299	1	3
61.7849	f3.1	17	9	FullDelay	0.37057	370570	1	2
62.6169	f3.1	17	10	FullDelay	0.26946	269460	1	2
63.5689	f6.2	20	10	FullDelay	0.290275	290275	1	2
64.3289	f2.2	16	10	FullDelay	0.709341	709341	1	3
64.5689	f3.1	17	12	FullDelay	0.338424	338424	1	2
64.7689	f6.2	20	11	FullDelay	0.32206	322060	1	2
65.3289	f1.1	15	10	FullDelay	0.772059	772059	1	3
65.8089	f6.2	20	12	FullDelay	0.539298	539298	1	3
65.9289	f3.1	17	13	FullDelay	0.923277	923277	1	3
66.6889	f1.1	15	11	FullDelay	0.594685	594685	1	2
67.6489	f4.2	18	13	FullDelay	0.570756	570756	1	3
67.8889	f1.1	15	12	FullDelay	0.711144	711144	1	2
69.4969	f7.1	21	12	FullDelay	0.407782	407782	1	2
70.3369	f7.1	21	13	FullDelay	0.30401	304010	1	2
70.6089	f8.2	22	9	FullDelay	0.684245	684245	1	3
71.4889	f7.1	21	14	FullDelay	0.246776	246776	1	2
72.3689	f7.1	21	15	FullDelay	0.311522	311522	1	2
72.8649	f8.2	22	11	FullDelay	0.492084	492084	1	3
73.9289	f7.1	21	16	FullDelay	0.628132	628132	1	2
74.2889	f7.1	21	17	FullDelay	0.2623	262300	1	2
74.6649	f8.2	22	13	FullDelay	0.264471	264471	1	2
75.4889	f7.1	21	18	FullDelay	0.47502	475020	1	2
75.9369	f8.2	22	14	FullDelay	0.676806	676806	1	4
76.4489	f2.3	23	4	FullDelay	0.651522	651522	1	3
77.3929	f4.3	24	7	FullDelay	0.324346	324346	1	2
77.7849	f4.3	24	8	FullDelay	0.310432	310432	1	2
77.9689	f7.1	21	20	FullDelay	0.44271	442710	1	3
78.5129	f6.3	25	7	FullDelay	0.245571	245571	1	2
78.5289	f7.1	21	21	FullDelay	0.263899	263899	1	2
78.8169	f4.3	24	9	FullDelay	0.413698	413698	1	2
78.8889	f8.2	22	17	FullDelay	0.263888	263888	1	2
79.5689	f8.2	22	18	FullDelay	0.245063	245063	1	2
80.0249	f2.3	23	7	FullDelay	0.257086	257086	1	2
80.5769	f2.3	23	8	FullDelay	0.519714	519714	1	3
80.6889	f8.2	22	19	FullDelay	0.276018	276018	1	2
80.8569	f6.3	25	9	FullDelay	0.457569	457569	1	2
81.4889	f6.3	25	10	FullDelay	0.252992	252992	1	2
82.0089	f4.3	24	12	FullDelay	0.408281	408281	1	2
82.5289	f6.3	25	11	FullDelay	0.219235	219235	1	2
82.5289	f4.3	24	13	FullDelay	0.235772	235772	1	2
82.9689	f2.3	23	10	FullDelay	0.308973	308973	1	2
83.2889	f8.2	22	21	FullDelay	0.656729	656729	1	2
83.6089	f2.3	23	11	FullDelay	0.538823	538823	1	2
84.3689	f6.3	25	12	FullDelay	0.889305	889305	1	2
84.5689	f8.3	26	7	FullDelay	0.316717	316717	1	2
85.0089	f6.3	25	13	FullDelay	0.614204	614204	1	2
85.1289	f4.3	24	15	FullDelay	0.4723	472300	1	2
85.7289	f4.3	24	16	FullDelay	0.399565	399565	1	3
86.3689	f2.3	23	13	FullDelay	0.900299	900299	1	2
86.7289	f8.2	22	24	FullDelay	0.290079	290079	1	2
86.8489	f6.3	25	15	FullDelay	0.444141	444141	1	2
87.3289	f8.2	22	25	FullDelay	0.250394	250394	1	2
88.7289	f8.2	22	26	FullDelay	0.234812	234812	1	2
89.3849	f8.3	26	11	FullDelay	0.319888	319888	1	2
90.4569	f8.3	26	12	FullDelay	0.333446	333446	1	2
90.8489	f8.2	22	28	FullDelay	0.24562	245620	1	2
91.4089	f8.2	22	29	FullDelay	0.23405	234050	1	2
91.6489	f8.3	26	13	FullDelay	0.279028	279028	1	2
92.4169	f8.3	26	14	FullDelay	0.233065	233065	1	2
93.4089	f2.4	28	2	FullDelay	0.24271	242710	1	2
93.5289	f8.3	26	15	FullDelay	0.221675	221675	1	2
93.8889	f1.2	27	3	FullDelay	0.239122	239122	1	2
94.1689	f8.2	22	31	FullDelay	0.780761	780761	1	3
94.3689	f8.3	26	16	FullDelay	0.287526	287526	1	2
95.6089	f8.3	26	17	FullDelay	0.441287	441287	1	2
95.6489	f8.2	22	33	FullDelay	0.216117	216117	1	2
96.3449	f8.3	26	18	FullDelay	0.24163	241630	1	2
97.0089	f8.2	22	34	FullDelay	0.590968	590968	1	2
