Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
10.4889	f1.0	3	1	FullDelay	0.215325	215325	1	2
11.5289	f1.0	3	2	FullDelay	0.249757	249757	1	2
11.7289	f2.0	4	1	FullDelay	0.311823	311823	1	2
14.2489	f6.0	8	1	FullDelay	0.233132	233132	1	2
14.6489	f1.0	3	5	FullDelay	0.233035	233035	1	2
14.6889	f5.0	7	3	FullDelay	0.212684	212684	1	2
14.8889	f2.0	4	4	FullDelay	0.214725	214725	1	2
20.0889	f1.0	3	10	FullDelay	0.249447	249447	1	2
20.2489	f8.0	10	1	FullDelay	0.218857	218857	1	2
20.3289	f2.0	4	9	FullDelay	0.237053	237053	1	2
20.7289	f7.0	9	2	FullDelay	0.233774	233774	1	2
21.3689	f8.0	10	2	FullDelay	0.240537	240537	1	2
21.5689	f7.0	9	3	FullDelay	0.254578	254578	1	2
23.4089	f7.0	9	5	FullDelay	0.219767	219767	1	2
23.4089	f1.0	3	13	FullDelay	0.717856	717856	1	2
23.7689	f8.0	10	4	FullDelay	0.230839	230839	1	2
24.1449	f3.0	5	9	FullDelay	0.33961	339610	1	2
24.8169	f3.0	5	10	FullDelay	0.465378	465378	1	2
26.8889	f3.0	5	12	FullDelay	0.2547	254700	1	2
27.7289	f3.0	5	13	FullDelay	0.514531	514531	1	2
28.8889	f3.0	5	14	FullDelay	0.53296	532960	1	3
31.4489	f8.0	10	11	FullDelay	0.241786	241786	1	2
31.6489	f7.0	9	12	FullDelay	0.211167	211167	1	2
36.1289	f8.0	10	15	FullDelay	0.234592	234592	1	2
36.3289	f7.0	9	16	FullDelay	0.334748	334748	1	2
36.5289	f8.0	10	16	FullDelay	0.267246	267246	1	2
37.4889	f8.0	10	17	FullDelay	0.212022	212022	1	2
37.8889	f7.0	9	18	FullDelay	0.236161	236161	1	2
39.6089	f8.0	10	19	FullDelay	0.230853	230853	1	2
39.8089	f7.0	9	20	FullDelay	0.295613	295613	1	2
40.7289	f7.0	9	21	FullDelay	0.458456	458456	1	3
41.2889	f7.0	9	22	FullDelay	0.261659	261659	1	2
41.5369	f8.0	10	21	FullDelay	0.237442	237442	1	2
42.8089	f7.0	9	23	FullDelay	0.490745	490745	1	2
43.7369	f6.1	13	9	FullDelay	0.23917	239170	1	2
43.7689	f8.1	14	8	FullDelay	0.294669	294669	1	2
44.7289	f8.1	14	9	FullDelay	0.264917	264917	1	2
44.7689	f6.1	13	10	FullDelay	0.44705	447050	1	2
44.9289	f8.0	10	24	FullDelay	0.27873	278730	1	2
46.9289	f8.0	10	26	FullDelay	0.487152	487152	1	2
49.0889	f8.1	14	13	FullDelay	0.22392	223920	1	2
49.7689	f8.1	14	14	FullDelay	0.439228	439228	1	2
50.4089	f8.1	14	15	FullDelay	0.235734	235734	1	2
51.0889	f8.0	10	30	FullDelay	0.560836	560836	1	2
54.3289	f2.2	16	2	FullDelay	0.217552	217552	1	2
54.7289	f1.1	15	2	FullDelay	0.244443	244443	1	2
62.0569	f6.2	20	9	FullDelay	0.226734	226734	1	2
63.0569	f3.1	17	10	FullDelay	0.248985	248985	1	2
64.0889	f6.2	20	11	FullDelay	0.809272	809272	1	4
64.4569	f2.2	16	11	FullDelay	0.23003	230030	1	2
64.6089	f4.2	18	10	FullDelay	0.574634	574634	1	2
66.1289	f2.2	16	12	FullDelay	0.780363	780363	1	3
66.1689	f3.1	17	13	FullDelay	0.689329	689329	1	2
66.7289	f6.2	20	14	FullDelay	0.263865	263865	1	2
67.0089	f1.1	15	13	FullDelay	0.311298	311298	1	2
67.9449	f1.1	15	14	FullDelay	0.559709	559709	1	4
91.4089	f1.2	27	1	FullDelay	0.237286	237286	1	2
91.6489	f2.4	28	1	FullDelay	0.23528	235280	1	2
92.2489	f3.2	29	1	FullDelay	0.218921	218921	1	2
93.1369	f2.4	28	2	FullDelay	0.701442	701442	1	3
94.2889	f2.4	28	3	FullDelay	0.251556	251556	1	2
95.0089	f1.2	27	4	FullDelay	0.24363	243630	1	2
96.4089	f4.4	30	3	FullDelay	0.595395	595395	1	4
100.257	f2.4	28	8	FullDelay	0.602725	602725	1	3
100.489	f1.2	27	9	FullDelay	0.28094	280940	1	2
100.689	f2.4	28	9	FullDelay	0.288391	288391	1	2
101.249	f2.4	28	10	FullDelay	0.230772	230772	1	2
101.449	f1.2	27	10	FullDelay	0.221835	221835	1	2
102.713	f4.4	30	8	FullDelay	0.413125	413125	1	2
102.849	f2.4	28	11	FullDelay	0.551143	551143	1	2
103.177	f3.2	29	10	FullDelay	0.248116	248116	1	2
103.369	f2.4	28	12	FullDelay	0.229377	229377	1	2
103.537	f4.4	30	9	FullDelay	0.234666	234666	1	2
103.609	f1.2	27	12	FullDelay	0.219423	219423	1	2
103.849	f3.2	29	11	FullDelay	0.508328	508328	1	2
104.169	f6.4	32	12	FullDelay	0.274852	274852	1	2
104.657	f3.2	29	12	FullDelay	0.221419	221419	1	2
104.809	f4.4	30	10	FullDelay	0.637265	637265	1	2
105.609	f3.2	29	13	FullDelay	0.5471	547100	1	2
106.529	f3.2	29	14	FullDelay	0.25298	252980	1	2
107.369	f4.4	30	12	FullDelay	0.745666	745666	1	3
122.417	f4.5	36	10	FullDelay	0.74333	743330	1	2
122.577	f6.5	37	10	FullDelay	0.576318	576318	1	4
125.489	f4.5	36	12	FullDelay	0.948959	948959	1	3
125.929	f6.5	37	13	FullDelay	0.284496	284496	1	2
133.569	f2.6	40	2	FullDelay	0.214267	214267	1	2
133.729	f3.3	41	2	FullDelay	0.429126	429126	1	2
133.769	f1.3	39	3	FullDelay	0.289739	289739	1	2
134.129	f4.6	42	3	FullDelay	0.248611	248611	1	2
134.329	f3.3	41	3	FullDelay	0.232554	232554	1	2
135.089	f2.6	40	3	FullDelay	0.659571	659571	1	3
137.809	f1.3	39	7	FullDelay	0.230168	230168	1	2
138.009	f2.6	40	6	FullDelay	0.33481	334810	1	2
138.289	f2.6	40	7	FullDelay	0.228195	228195	1	2
138.489	f7.3	45	2	FullDelay	0.268344	268344	1	2
138.649	f1.3	39	8	FullDelay	0.225942	225942	1	2
140.617	f4.6	42	8	FullDelay	0.834614	834614	1	4
141.025	f2.6	40	9	FullDelay	0.386436	386436	1	2
141.409	f2.6	40	10	FullDelay	0.33572	335720	1	2
141.697	f4.6	42	9	FullDelay	0.679963	679963	1	2
