Node,Time,Name,Action,X,Y
1,2,0,Received,104,20
1,2,0,Broadcast,104,20
2,2.04893,0,Received,320,0
4,2.04893,0,Received,10.2446,16
7,2.04893,0,Received,254.098,0
10,2.04893,0,Received,130.245,8
12,2.04893,0,Received,440,4
13,2.04893,0,Received,4.09786,8
14,2.04893,0,Received,0,8
18,2.04893,0,Received,380,8
22,2.04893,0,Received,10.2446,16
24,2.04893,0,Received,190,4
25,2.04893,0,Received,444.098,8
27,2.04893,0,Received,384.098,0
29,2.04893,0,Received,384.098,0
30,2.04893,0,Received,440,0
31,2.04893,0,Received,254.098,0
32,2.04893,0,Received,60,0
33,2.04893,0,Received,64.0979,0
36,2.04893,0,Received,190,8
39,2.04893,0,Received,64.0979,0
41,2.04893,0,Received,64.0979,0
43,2.04893,0,Received,4.09786,4
46,2.04893,0,Received,260.245,4
49,2.04893,0,Received,194.098,4
51,2.04893,0,Received,4.09786,4
56,2.04893,0,Received,250,4
57,2.04893,0,Received,444.098,8
58,2.04893,0,Received,450.245,8
60,2.04893,0,Received,440,8
67,2.04893,0,Received,384.098,4
68,2.04893,0,Received,0,4
74,2.04893,0,Received,320,0
77,2.04893,0,Received,444.098,8
78,2.04893,0,Received,120,0
6,2.05693,0,Received,570,0
8,2.05693,0,Received,510,4
15,2.05693,0,Received,514.114,4
42,2.05693,0,Received,510,4
44,2.05693,0,Received,510,8
59,2.05693,0,Received,514.114,0
63,2.05693,0,Received,574.114,4
64,2.05693,0,Received,580.285,8
69,2.05693,0,Received,574.114,4
37,2.06493,0,Received,644.13,0
38,2.06493,0,Received,640,8
75,2.06493,0,Received,644.13,4
57,2.08295,0,Broadcast,444.166,8
69,2.09779,0,Broadcast,574.196,4
24,2.10362,0,Broadcast,190,4
2,2.11203,0,Broadcast,320,0
64,2.11323,0,Broadcast,580.566,8
6,2.11488,0,Broadcast,570,0
1,2.12893,0,Duplicate,104.258,20
4,2.12893,0,Duplicate,10.6446,16
7,2.12893,0,Duplicate,254.258,0
7,2.12893,0,Suppressed,254.258,0
