distance,timeTogetData,hopCount
100,0.11289999999999996,1
150,0.20490000000000014,1
200,0.3689,2
250,0.30649999999999994,3
300,0.3657,3
350,0.4649000000000001,3
400,0.4660400000000001,3
450,0.5700400000000002,4
500,0.7256400000000001,5
550,0.7004400000000002,4
600,0.79844,4
650,0.8142399999999999,5
700,1.0302200000000001,7
750,1.2456999999999998,6
800,1.2889,7
850,1.2889,7
900,1.2889,7
950,1.2889,7
1000,1.2889,7
