Node,Time,Name,Action,X,Y
1,2,0,Received,0,0
1,2,0,Broadcast,0,0
2,2.04893,0,Received,75,0
2,2.04893,0,Broadcast,75,0
3,2.04893,0,Received,100,0
1,3,1,Received,0,0
1,3,1,Broadcast,0,0
2,3.04893,1,Received,75,0
2,3.04893,1,Broadcast,75,0
3,3.04893,1,Received,100,0
1,4,2,Received,0,0
1,4,2,Broadcast,0,0
2,4.04893,2,Received,75,0
2,4.04893,2,Broadcast,75,0
3,4.04893,2,Received,100,0
1,5,3,Received,0,0
1,5,3,Broadcast,0,0
2,5.04893,3,Received,75,0
2,5.04893,3,Broadcast,75,0
3,5.04893,3,Received,100,0
1,6,4,Received,0,0
1,6,4,Broadcast,0,0
2,6.04893,4,Received,75,0
2,6.04893,4,Broadcast,75,0
3,6.04893,4,Received,100,0
1,7,5,Received,0,0
1,7,5,Broadcast,0,0
2,7.04893,5,Received,75,0
2,7.04893,5,Broadcast,75,0
3,7.04893,5,Received,100,0
1,8,6,Received,0,0
1,8,6,Broadcast,0,0
2,8.04893,6,Received,75,0
2,8.04893,6,Broadcast,75,0
3,8.04893,6,Received,100,0
1,9,7,Received,0,0
1,9,7,Broadcast,0,0
2,9.04893,7,Received,75,0
2,9.04893,7,Broadcast,75,0
3,9.04893,7,Received,100,0
