distance,timeTogetData,hopCount
100,0.20090000000000013,1
150,0.1713,1
200,0.29849999999999993,2
250,0.2904999999999999,2
300,0.3697000000000001,3
350,0.43290000000000006,3
400,0.4420400000000001,3
450,0.5446400000000002,4
500,0.6112400000000001,4
550,0.7142400000000001,5
600,0.7414400000000001,5
650,0.7970400000000001,5
700,0.8106399999999999,5
750,0.8594399999999999,5
800,1.00158,7
850,0.9582200000000002,6
900,1.4809,7
950,1.2169,7
1000,1.2905,8
