interestTime,dataTime,timeTogetData
2.0,2.3289,0.32889999999999997
3.0,3.3289,0.32889999999999997
4.0,4.3289,0.32889999999999997
5.0,5.3289,0.32889999999999997
6.0,6.3289,0.32889999999999997
7.0,7.3289,0.32889999999999997
8.0,8.3289,0.32890000000000086
9.0,9.3289,0.32890000000000086
