Node,Time,Name,Action,X,Y
1,2,0,Received,104,20
1,2,0,Broadcast,104,20
2,2.04893,0,Received,320,0
4,2.04893,0,Received,10.2446,16
7,2.04893,0,Received,254.098,0
10,2.04893,0,Received,130.245,8
12,2.04893,0,Received,440,4
13,2.04893,0,Received,4.09786,8
14,2.04893,0,Received,0,8
18,2.04893,0,Received,380,8
22,2.04893,0,Received,10.2446,16
24,2.04893,0,Received,190,4
25,2.04893,0,Received,444.098,8
27,2.04893,0,Received,384.098,0
29,2.04893,0,Received,384.098,0
6,2.05693,0,Received,570,0
8,2.05693,0,Received,510,4
15,2.05693,0,Received,514.114,4
12,2.0619,0,Broadcast,440,4
1,2.08893,0,Duplicate,104.178,20
2,2.08893,0,Duplicate,320,0
2,2.08893,0,Suppressed,320,0
6,2.08893,0,Duplicate,570,0
7,2.08893,0,Duplicate,254.178,0
7,2.08893,0,Suppressed,254.178,0
8,2.08893,0,Duplicate,510,4
10,2.08893,0,Duplicate,130.445,8
10,2.08893,0,Suppressed,130.445,8
15,2.08893,0,Duplicate,514.178,4
17,2.08893,0,Received,764.178,8
18,2.08893,0,Duplicate,380,8
18,2.08893,0,Suppressed,380,8
20,2.08893,0,Received,700,8
21,2.08893,0,Received,764.178,0
24,2.08893,0,Duplicate,190,4
24,2.08893,0,Suppressed,190,4
25,2.08893,0,Duplicate,444.178,8
27,2.08893,0,Duplicate,384.178,0
27,2.08893,0,Suppressed,384.178,0
28,2.08893,0,Received,710.445,4
29,2.08893,0,Duplicate,384.178,0
29,2.08893,0,Suppressed,384.178,0
4,2.09693,0,Duplicate,10.4846,16
13,2.09693,0,Duplicate,4.19386,8
14,2.09693,0,Duplicate,0,8
22,2.09693,0,Duplicate,10.4846,16
5,2.11293,0,Received,1024.23,4
23,2.11293,0,Received,1024.23,0
28,2.15621,0,Broadcast,710.781,4
5,2.20893,0,Duplicate,1024.42,4
6,2.20893,0,Duplicate,570,0
6,2.20893,0,Suppressed,570,0
8,2.20893,0,Duplicate,510,4
